x_0	y_0	x_1	y_1	x_2	y_2	x_3	y_3	x_4	y_4	x_5	y_5	x_6	y_6	x_7	y_7	x_8	y_8	x_9	y_9	x_10	y_10	x_11	y_11	x_12	y_12	x_13	y_13	x_14	y_14	x_15	y_15	x_16	y_16	x_17	y_17	x_18	y_18	x_19	y_19	x_20	y_20	x_21	y_21	x_22	y_22	x_23	y_23	x_24	y_24	x_25	y_25	x_26	y_26	x_27	y_27	x_28	y_28	x_29	y_29	x_30	y_30	x_31	y_31	x_32	y_32	x_33	y_33	x_34	y_34	x_35	y_35	x_36	y_36	x_37	y_37	x_38	y_38	x_39	y_39	x_40	y_40	x_41	y_41	x_42	y_42	x_43	y_43	x_44	y_44	x_45	y_45	x_46	y_46	x_47	y_47	x_48	y_48	x_49	y_49	x_50	y_50	x_51	y_51	x_52	y_52	x_53	y_53	x_54	y_54	x_55	y_55	x_56	y_56	x_57	y_57	x_58	y_58	x_59	y_59	x_60	y_60	x_61	y_61	x_62	y_62	x_63	y_63	x_64	y_64	x_65	y_65	x_66	y_66	x_67	y_67	x_68	y_68	x_69	y_69	x_70	y_70	x_71	y_71	x_72	y_72	x_73	y_73	x_74	y_74	x_75	y_75	x_76	y_76	x_77	y_77	x_78	y_78	x_79	y_79	x_80	y_80	x_81	y_81	x_82	y_82	x_83	y_83	x_84	y_84	x_85	y_85	x_86	y_86	x_87	y_87	x_88	y_88
35.91	465.76	20.98	344.14	21.29	360.62			81.94	404.81													77.48	367.53					89.91	116.07	105.30	329.96	103.75	455.99	128.00	486.52	147.25	352.16									192.87	467.85	198.30	186.23	212.09	197.75	213.88	515.60	239.64	348.11			255.19	461.39			297.50	447.45	285.51	83.81	293.11	369.33	310.36	181.00	325.66	151.89			313.38	216.11			335.00	411.51	328.31	508.69	343.84	94.81	357.94	176.14	345.60	144.60	369.79	273.83	357.88	438.99	372.08	301.25	385.76	417.41	405.47	144.71									394.43	193.85							454.19	9.60	459.52	214.11			472.90	266.42			475.84	445.53	498.18	130.75	513.40	509.93	555.58	82.04			561.75	256.47			579.52	495.56	585.40	131.42							587.06	397.04			621.03	408.00	646.43	199.60	635.01	425.27	649.03	118.56			682.51	127.54			686.20	49.44										
35.77	465.58	20.60	343.38	21.35	360.28			82.17	405.25													77.69	367.31					90.31	116.49	104.77	330.07	103.53	455.55	128.00	486.00	147.51	351.49									192.30	468.00	198.69	186.01	211.53	197.39	214.21	515.59	239.56	347.58			254.66	460.91			298.02	447.86	286.11	84.01	293.08	368.86	309.70	181.11	325.56	151.55			313.26	216.38			335.66	411.33	328.52	509.00	344.53	94.48	358.20	175.84	344.83	143.97	369.86	274.23	358.05	438.00	372.35	301.75	385.59	418.07	405.56	144.91									394.50	194.50							454.47	10.49	458.99	214.59			471.90	267.37			474.98	444.91	497.72	131.05	513.12	510.01	555.10	82.16			561.23	256.58			579.24	495.96	585.20	132.13							586.10	397.39			621.11	408.08	646.54	200.44	635.51	426.47	649.86	119.03			682.95	127.76			686.21	48.86										
35.18	465.30	19.48	343.00	21.25	360.17			82.01	404.86													77.68	367.29					90.32	117.13	104.42	329.80	103.51	455.53	127.50	485.52	147.02	351.19									192.54	468.50	198.58	186.60	211.84	196.65	214.47	515.40	239.27	347.41			254.56	460.69			298.70	448.25	286.46	83.96	293.00	368.11	309.25	181.22	325.05	151.80			313.28	216.84			335.32	412.33	328.54	508.51	344.50	94.84	358.33	175.98	344.33	143.66	369.41	274.08	358.39	437.91	372.55	302.09	385.56	417.97	405.81	145.03									394.80	194.40							454.23	10.42	458.67	214.97			472.06	267.18			474.46	445.21	497.58	130.88	512.85	509.98	555.18	82.68			561.24	256.74			579.24	496.00	585.08	132.80							585.78	397.20			620.98	407.88	646.28	200.21	635.16	426.19	650.26	119.07			682.94	127.89			686.79	49.01										
36.26	465.75	19.57	343.87	21.34	360.19			82.50	404.99													78.51	366.57					90.72	117.22	104.00	329.69	104.22	455.62	127.51	485.00	146.68	350.60									192.21	467.62	198.09	185.94	211.49	197.49	214.27	515.52	239.37	347.83			254.78	460.80			298.77	448.34	286.24	84.49	292.93	367.90	308.34	181.26	324.39	151.43			313.55	217.38			335.69	412.31	329.00	508.50	344.22	94.31	358.41	175.76	345.33	144.22	368.92	274.33	358.82	437.83	372.10	301.92	385.80	417.94	405.14	144.78									394.83	194.17							454.52	10.50	458.38	215.24			471.92	267.39			475.10	445.37	498.34	130.53	512.88	509.89	555.08	82.72			561.90	257.31			578.63	496.27	585.05	132.94							585.80	396.75			621.56	407.56	646.52	199.97	635.34	427.46	650.85	119.59			683.95	127.56			686.95	48.85										
36.69	465.91	19.48	344.16	20.94	361.01			82.37	405.42													78.67	366.71					90.84	117.08	104.22	329.90	104.65	456.28	128.00	484.53	146.44	350.61									191.80	467.38	198.16	185.78	212.08	197.52	214.69	515.21	239.41	347.47			254.51	461.03			298.87	448.10	285.98	84.50	292.84	367.76	308.31	182.02	324.44	151.32			313.64	217.10			336.35	411.69	329.29	508.34	343.96	94.24	358.90	175.90	345.77	144.09	369.25	274.06	358.56	437.72	372.00	301.55	385.78	418.49	404.93	144.56									395.16	194.01							454.51	10.51	458.56	215.89			471.78	267.50			475.69	445.25	498.24	131.17	512.64	510.03	554.56	83.06			562.17	257.04			579.01	495.97	585.26	132.46							585.83	396.46			621.68	407.47	646.60	199.66	635.48	427.96	651.30	119.49			684.05	127.33			686.73	48.70										
36.54	465.92	19.40	344.86	20.36	361.29			82.52	406.07													79.31	366.70					90.94	116.86	103.55	329.54	104.51	456.45	128.54	484.00	146.19	350.19									190.86	466.89	197.43	186.25	211.78	196.65	214.68	514.97	239.48	347.51			254.53	460.65			298.72	448.19	285.88	84.20	292.77	366.98	308.17	180.83	324.65	150.75			313.38	217.80			336.49	411.50	329.54	508.52	343.85	94.79	359.20	175.92	345.88	143.75	368.84	274.04	358.86	436.96	371.75	300.83	385.79	418.89	404.14	143.84									395.58	193.79							454.39	10.80	458.26	215.96			471.35	267.62			475.97	444.00	498.12	131.87	512.18	509.95	554.03	82.82			561.69	257.42			579.45	495.51	585.40	132.24							585.88	395.74			621.67	407.84	646.57	200.49	635.46	428.04	651.28	120.20			683.79	128.30			686.61	48.81										
36.42	466.14	21.39	345.90	20.74	361.16			82.69	406.29													79.00	367.25					91.31	117.03	103.60	329.64	104.46	456.49	129.32	483.35	146.65	350.15									190.63	466.60	197.64	185.70	210.90	196.67	214.57	514.65	239.75	347.83			254.82	460.55			299.00	447.33	285.31	85.18	293.02	366.80	308.64	180.42	324.95	151.11			313.42	218.01			336.00	411.47	329.51	509.45	343.50	94.99	359.08	175.73	345.50	143.98	369.24	274.76	359.32	437.02	371.52	300.40	385.40	418.85	404.06	143.64									395.17	193.19							454.52	10.52	458.54	215.99			471.29	267.48			476.70	443.86	498.38	131.50	512.44	509.83	553.94	83.08			561.38	257.53			579.47	495.52	585.04	132.00							585.50	396.14			621.80	408.17	645.94	200.51	635.50	428.06	650.97	120.43			683.31	127.99			686.83	49.04										
36.23	466.43	20.85	345.49	20.83	361.34			82.67	406.53													78.47	367.56					91.23	117.05	103.11	329.06	105.32	457.31	128.54	484.00	146.67	350.35									190.78	467.29	197.60	185.78	210.83	197.35	214.12	513.90	240.20	346.95			255.02	461.23			299.20	446.64	285.45	84.69	292.45	366.65	308.33	180.59	325.25	150.70			313.50	218.90			336.00	411.00	329.69	509.29	343.49	94.59	359.02	175.64	344.20	144.01	369.20	275.68	359.05	437.63	371.67	299.63	384.77	418.41	402.01	141.67									395.01	193.76							454.79	10.42	459.22	215.36			471.07	266.96			477.54	443.65	498.29	131.15	512.79	509.76	553.60	83.06			561.23	257.68			580.02	495.50	584.71	132.57							585.77	396.44			622.18	408.42	644.99	200.79	635.23	429.00	650.63	120.91			683.04	127.31			686.87	49.44										
36.11	466.78	19.52	346.00	21.88	361.35			82.32	406.75													78.47	367.53					91.49	116.74	103.13	328.81	104.72	457.33	129.00	483.47	146.87	350.34									190.00	467.00	197.40	185.25	210.55	196.70	214.79	514.09	240.00	347.16			255.41	461.02			298.73	447.08	285.40	85.37	292.36	364.95	308.64	180.51	325.18	150.82			313.51	219.28			336.00	411.00	330.31	508.30	343.54	94.37	359.22	175.66	343.64	144.09	368.99	275.89	359.25	438.23	371.24	300.19	384.77	418.02	402.23	141.99									395.22	193.61							454.41	10.22	459.22	214.71			471.29	266.46			477.73	443.31	498.66	131.02	512.66	509.91	554.24	82.69			561.16	257.54			580.47	496.43	584.68	133.48							586.24	396.55			621.93	408.72	645.51	201.47	634.50	428.52	650.21	120.72			682.67	126.93			686.97	49.06										
35.64	466.63	20.61	346.32	21.83	361.08			82.55	406.99													78.48	367.00					91.37	116.68	103.51	328.54	104.46	456.48	128.00	483.00	146.74	350.20									189.33	467.01	197.29	185.64	211.09	196.96	215.02	514.74	239.65	347.90			254.87	461.29			298.54	447.36	285.54	85.61	292.40	364.41	308.11	179.90	325.41	151.33			313.55	219.26			335.50	411.00	330.69	508.67	342.47	94.40	359.31	175.22	344.50	143.86	369.54	275.90	359.12	438.44	370.74	300.64	384.65	417.94	402.11	142.25									395.43	192.31							454.40	10.21	459.43	214.85			471.68	266.46			477.07	443.57	499.17	131.19	512.69	510.03	554.10	83.47			561.47	257.38			580.50	496.50	584.73	134.19							585.95	396.66			621.58	408.90	645.66	201.07	634.49	428.48	649.70	120.94			682.21	127.16			687.04	49.13										
35.73	466.55	19.86	346.31	21.43	361.26			82.06	407.50													77.53	367.44					91.18	116.32	103.35	328.73	104.01	456.98	127.00	483.50	146.83	350.03									189.86	467.12	197.13	186.33	210.30	197.13	215.14	514.96	240.44	348.00			255.40	460.78			298.79	447.17	285.41	85.55	292.88	364.70	308.26	179.35	325.84	151.59			313.49	220.05			335.00	410.53	330.47	508.50	342.08	94.26	359.27	175.15	344.79	143.61	369.69	275.84	359.50	438.45	370.92	301.23	385.21	417.76	402.29	141.93									395.60	192.79							454.50	10.48	459.85	214.77			472.06	266.01			476.88	443.57	499.02	131.79	512.68	510.09	554.41	83.97			561.09	257.80			580.04	496.75	584.68	134.54							586.16	396.51			621.31	409.64	645.15	200.97	634.54	428.53	649.30	120.55			681.91	127.81			687.22	49.23										
35.45	466.30	20.88	347.28	20.90	361.26			82.13	407.40													77.70	366.68					91.25	115.75	103.27	328.28	104.47	457.51	127.00	484.00	146.50	350.71									189.99	467.28	197.25	186.97	209.65	196.81	214.66	515.42	240.47	347.35			255.11	460.76			299.05	447.61	284.96	85.47	292.50	364.35	307.96	179.36	325.72	151.40			313.59	221.09			335.00	411.50	329.73	508.66	341.82	94.16	359.31	174.58	344.26	143.99	369.60	275.66	359.05	438.75	371.26	300.99	385.35	417.16	402.57	141.77									395.79	192.41							455.38	10.21	459.70	214.72			472.45	265.71			476.93	443.41	498.97	132.48	512.64	510.40	554.59	84.28			560.50	257.38			579.98	497.04	584.14	135.33							585.61	395.96			621.31	410.12	644.51	201.48	634.96	428.99	650.01	119.70			681.33	127.96			687.37	49.68										
35.12	465.47	20.69	347.13	20.43	361.28			82.05	406.67													78.31	366.71					91.20	115.40	103.51	328.38	103.70	457.67	127.00	484.00	146.84	351.06									189.02	467.34	197.29	187.31	209.28	196.49	214.60	515.51	240.37	347.23			254.84	460.77			299.48	448.25	285.53	85.65	292.44	364.15	307.57	179.41	325.67	151.19			313.39	220.83			336.00	411.00	330.00	508.57	341.34	94.43	359.34	174.53	344.37	143.40	369.99	275.73	359.05	438.72	371.41	301.74	385.06	417.24	402.35	141.05									396.21	192.60							455.16	10.17	459.72	214.52			473.02	265.97			476.79	443.60	498.35	132.40	512.78	510.53	555.07	83.86			560.28	257.39			579.48	497.42	584.27	135.31							586.26	395.91			621.89	409.74	644.59	201.84	635.27	429.38	649.98	119.23			681.18	127.72			687.39	49.68										
34.37	465.79	18.01	346.00	19.98	360.68			82.45	406.47													78.49	367.49					91.07	114.46	103.91	328.58	104.28	456.99	127.68	484.67	146.74	351.21									189.61	466.82	197.93	187.98	209.37	197.52	214.06	515.13	240.06	347.25			255.11	461.13			299.75	448.15	286.09	85.82	292.28	363.98	307.91	179.37	326.18	150.86			313.74	220.44			336.00	411.47	330.00	510.43	341.85	94.50	359.55	173.89	344.99	143.50	370.83	275.86	359.49	438.07	371.39	301.70	384.21	416.99	402.03	140.49									396.18	192.17							454.76	11.02	459.56	214.08			472.35	266.19			477.39	443.98	498.06	131.98	512.77	510.62	555.20	84.10			560.37	257.68			578.48	497.45	583.06	135.23							586.27	396.11			621.33	410.10	644.55	202.45	634.52	429.53	649.76	119.47			681.87	128.08			687.01	49.84										
34.72	465.84	19.53	346.39	20.33	360.23			82.56	406.27													78.53	367.54					91.40	114.57	103.94	328.37	104.48	456.51	127.00	485.49	146.37	350.76									189.41	466.80	197.97	188.16	209.39	197.49	214.33	514.86	239.64	347.75			255.89	461.72			299.12	448.54	286.01	86.42	292.00	363.99	307.79	178.60	327.61	151.89			314.41	220.24			335.68	411.32	329.50	510.46	341.53	94.77	359.05	174.42	345.82	143.15	370.03	276.35	359.52	438.66	371.27	301.60	384.09	417.01	401.85	140.17									395.85	191.86							453.70	11.36	459.57	214.65			472.34	266.18			477.80	443.62	498.26	132.42	512.87	510.55	554.55	84.12			560.08	257.68			578.46	497.44	583.08	136.00							586.30	396.95			620.88	410.18	644.62	201.92	634.00	430.00	649.61	119.60			681.98	127.81			687.20	50.08										
34.70	465.56	20.16	346.46	19.81	359.79			82.75	406.08													78.48	368.43					90.97	114.90	104.30	328.14	104.45	457.47	127.00	485.50	146.28	350.94									188.90	466.85	197.57	187.92	209.26	197.31	214.55	514.45	240.29	347.79			256.20	461.87			298.68	448.60	285.55	86.32	291.85	363.98	307.72	178.25	326.31	151.26			314.42	219.54			336.49	411.50	329.34	511.29	341.31	94.91	358.87	174.10	344.99	143.17	370.00	276.99	359.32	438.80	371.61	301.55	384.03	417.09	401.99	141.40									396.18	192.83							454.60	10.82	459.68	214.06			472.04	265.50			477.58	443.50	497.20	132.88	512.58	510.77	554.14	83.95			559.57	257.54			578.46	497.52	584.15	135.68							586.21	396.88			621.70	410.09	645.07	202.07	633.48	430.48	649.81	120.72			681.93	127.60			687.51	50.47										
34.86	465.30	19.36	346.04	20.03	359.03			82.83	406.59													77.66	368.29					90.96	114.95	104.51	328.32	104.50	456.48	127.00	485.46	146.09	351.07									189.02	467.47	197.47	187.84	209.65	196.61	214.08	514.25	240.19	348.22			256.11	462.10			298.27	448.94	285.75	86.95	292.36	363.62	307.41	177.81	326.40	151.63			315.05	219.65			336.67	411.69	329.33	510.70	341.84	94.70	358.51	173.90	344.90	142.60	369.78	276.69	359.53	439.06	372.10	300.90	384.37	417.99	401.96	141.83									395.51	192.49							455.00	10.49	460.14	213.82			472.09	265.23			477.06	443.53	497.25	133.16	512.61	510.89	554.18	84.83			559.57	257.43			579.04	498.01	584.03	135.73							586.29	396.73			621.67	410.35	644.85	202.26	633.29	430.31	649.81	120.74			681.49	127.76			687.66	50.40										
35.02	464.64	18.87	346.02	19.59	358.57			82.99	406.40													77.31	368.33					91.64	114.05	104.25	328.56	104.01	455.76	127.00	485.50	145.81	350.36									190.00	467.47	197.21	187.79	209.48	196.29	214.04	513.88	240.37	347.71			256.26	462.31			298.68	449.44	286.00	87.18	291.83	363.70	307.80	178.02	326.23	151.31			315.27	219.09			336.67	412.31	329.47	511.00	341.52	95.37	358.46	174.18	344.02	142.49	369.83	275.93	359.44	438.70	371.40	300.36	383.93	418.22	401.72	141.51									395.92	192.32							455.50	10.52	459.17	213.98			472.32	265.72			477.01	443.21	496.20	133.93	512.79	511.14	553.96	84.98			559.06	256.85			579.46	498.45	583.65	135.49							586.82	396.42			621.32	409.76	643.87	202.89	633.96	431.00	650.03	120.78			681.40	128.00			687.84	50.65										
35.12	464.53	18.97	346.43	19.52	359.12			82.63	406.86													77.30	368.31					91.41	113.90	104.92	329.17	104.30	455.71	127.00	485.00	145.92	350.39									190.73	467.74	197.27	188.07	209.03	196.36	214.35	513.18	240.38	347.78			255.99	462.07			299.17	449.46	286.54	87.82	291.78	363.60	308.12	179.14	325.95	151.40			315.28	219.63			337.33	412.30	329.52	511.52	340.87	95.20	359.00	174.88	343.70	142.57	370.06	276.12	359.46	438.95	371.43	300.21	383.75	417.94	401.86	141.20									396.18	192.07							455.33	10.66	458.63	214.06			472.56	265.77			476.55	443.19	496.45	134.32	512.44	511.28	554.24	84.40			558.72	257.45			579.24	498.03	583.47	135.27							587.08	396.66			621.51	409.76	643.66	203.50	633.96	430.75	650.19	120.54			681.25	128.50			687.82	50.64										
35.73	464.13	19.12	345.98	19.03	359.08			83.04	406.83													76.69	368.29					90.96	113.71	105.18	328.55	104.69	456.34	127.00	485.00	145.95	350.92									190.88	467.88	197.66	188.21	208.42	196.12	214.17	513.48	240.03	347.70			255.80	461.72			298.55	449.79	287.02	87.75	291.43	363.96	308.06	179.31	326.11	151.21			314.56	219.54			337.51	412.00	329.54	512.00	340.44	95.83	359.50	175.11	342.99	142.72	370.06	276.30	359.27	438.34	371.56	300.41	383.77	417.69	401.77	140.34									395.63	192.23							456.00	10.75	458.26	213.61			472.91	265.68			475.59	442.93	496.72	134.18	512.59	511.41	554.07	83.85			558.60	257.80			578.74	497.99	582.74	135.67							586.35	396.22			621.94	409.66	643.42	203.48	633.98	430.98	650.30	120.16			680.62	128.87			687.89	50.47										
36.00	463.65	17.02	345.23	19.05	359.31			83.16	407.12													76.72	367.65					90.74	113.74	105.24	328.93	104.71	456.66	126.69	484.66	145.85	350.80									191.44	467.78	198.13	187.55	208.29	195.82	213.67	513.60	240.28	347.96			255.76	462.00			298.48	450.15	287.52	87.20	291.68	363.70	308.06	179.14	326.47	151.59			314.55	219.44			337.31	411.69	329.49	511.53	340.49	96.29	359.98	175.28	343.19	142.60	370.01	276.37	359.26	437.78	371.73	300.14	384.20	417.48	401.74	140.34									396.08	192.13							456.18	11.42	457.93	213.54			472.80	266.37			475.11	443.07	497.06	134.71	512.61	511.50	554.11	83.71			558.87	257.55			579.46	497.54	582.55	136.43							586.47	395.86			622.36	409.25	643.13	204.05	634.27	431.00	650.07	119.77			680.27	129.33			687.77	50.58										
35.82	464.08	20.43	345.60	20.43	358.81			83.10	406.90													76.55	367.54					90.88	113.30	104.68	328.48	104.30	457.30	126.00	485.48	146.07	350.29									191.20	467.37	198.16	187.07	208.03	195.92	213.83	513.12	240.66	348.06			255.51	462.16			298.90	450.36	287.54	87.48	291.24	363.96	307.48	178.55	326.42	151.42			314.89	220.06			337.31	411.68	329.49	512.00	341.44	95.88	359.52	175.23	343.46	142.33	369.89	276.84	359.47	437.29	371.94	300.26	384.49	417.26	401.91	140.62									395.76	191.66							456.19	11.17	459.15	212.73			473.05	266.32			475.09	442.86	496.96	134.07	512.73	511.41	554.13	83.69			558.32	257.36			579.47	497.51	582.29	136.30							586.83	394.33			622.80	409.75	643.11	205.36	635.45	430.54	650.03	120.22			680.65	129.64			687.78	50.77										
35.87	464.01	19.47	345.37	19.60	359.16			82.39	406.71													77.47	367.53					91.05	113.18	104.98	328.46	104.67	457.29	125.55	485.00	145.97	349.92									191.00	467.28	198.44	187.38	208.50	195.37	212.82	513.27	240.83	348.30			255.71	462.20			299.31	450.64	287.73	87.47	291.28	364.25	307.49	178.66	326.60	151.35			314.82	219.75			337.31	412.35	329.00	512.47	341.27	95.33	360.06	175.53	342.84	142.17	369.45	277.20	359.36	437.61	371.96	300.75	384.04	417.21	402.44	140.95									396.34	191.23							455.38	11.21	459.39	212.57			473.42	265.73			474.70	442.67	496.31	134.65	512.86	511.42	553.96	83.79			557.75	257.24			579.46	497.55	582.43	136.23							587.07	394.03			622.10	409.80	642.69	205.89	635.34	430.72	650.49	120.69			680.60	129.26			687.70	50.71										
36.58	464.39	18.68	345.23	19.26	358.62			82.20	406.54													77.00	367.48					91.08	113.12	104.50	328.46	104.51	457.52	125.31	485.67	145.37	349.59									191.04	466.70	198.26	187.05	209.37	194.75	212.83	512.99	241.01	347.92			255.37	461.44			299.14	450.37	287.41	87.57	292.29	364.63	307.79	178.95	327.37	150.67			314.79	220.67			337.54	411.50	329.00	512.50	341.88	94.39	360.26	175.35	342.91	142.50	368.57	276.70	359.36	437.83	371.33	300.54	383.62	416.79	402.97	141.21									396.80	190.99							455.50	11.48	459.42	212.82			473.29	265.57			474.90	442.23	496.07	134.57	512.66	511.44	554.12	83.66			557.48	257.97			579.82	497.39	582.16	136.83							587.04	393.58			622.63	409.66	642.19	206.07	635.71	431.00	651.04	121.01			681.51	128.71			687.67	50.82										
36.59	464.48	19.54	345.66	19.40	359.11			82.37	406.60													77.30	368.30					91.09	113.21	104.36	328.45	104.33	457.68	125.45	486.00	145.84	349.33									191.27	466.74	198.70	187.33	209.37	195.16	212.84	512.14	240.81	347.91			254.87	461.76			299.25	450.64	287.43	87.95	292.79	364.74	307.81	178.47	326.61	150.27			314.63	221.60			337.70	411.32	329.00	513.48	342.03	94.45	360.80	175.23	342.61	142.88	367.55	276.66	359.56	438.42	371.25	300.32	383.72	416.92	402.91	141.48									396.74	190.98							455.18	11.16	460.20	212.60			473.25	266.00			475.77	442.21	495.66	134.84	512.78	511.61	554.23	83.36			557.36	258.05			579.53	497.48	582.00	137.15							587.09	393.30			622.44	409.92	641.40	206.46	635.65	430.73	651.32	121.11			681.17	127.90			687.69	50.50										
36.38	465.08	19.69	346.37	20.10	358.86			82.04	406.07													76.71	368.31					91.90	113.44	104.92	329.20	104.51	457.44	125.48	486.51	146.36	349.31									192.01	466.69	199.73	187.23	209.46	195.74	212.25	513.12	240.95	347.27			254.55	461.87			299.12	451.45	287.73	87.98	292.14	364.76	308.31	178.70	326.38	150.22			314.21	221.35			337.53	410.50	328.52	514.00	341.93	94.87	360.65	174.87	342.99	142.88	367.41	276.47	359.66	438.77	371.28	300.56	383.26	416.71	402.38	141.54									396.89	191.08							454.54	10.50	460.82	213.26			473.98	266.02			475.32	442.33	495.79	134.99	512.74	511.41	553.62	83.68			557.14	258.20			580.47	497.53	582.22	137.13							586.57	393.22			622.36	410.19	641.18	206.96	635.51	431.45	651.24	121.23			681.30	127.85			687.45	50.96										
36.92	465.25	18.22	345.66	20.11	358.90			81.59	405.48													76.99	369.22					92.03	113.44	105.09	329.52	104.50	457.54	125.49	486.53	146.87	349.04									191.50	466.48	199.47	187.39	210.00	195.95	212.90	513.06	240.91	346.71			254.81	461.87			299.13	451.90	287.82	87.55	292.70	364.67	308.25	178.65	326.05	149.82			313.79	221.50			337.00	409.51	328.68	514.34	342.38	94.83	360.28	175.57	342.82	142.98	367.36	276.31	360.55	438.56	371.45	301.51	383.04	416.88	402.41	141.51									396.88	191.13							454.52	10.04	460.69	213.37			474.17	266.41			474.77	442.44	495.78	134.79	512.81	511.45	553.88	83.65			557.16	258.30			580.79	497.40	582.95	137.01							586.80	393.09			622.24	409.92	641.10	206.65	635.50	431.53	651.02	121.01			681.41	127.50			687.38	50.40										
36.43	465.60	17.79	345.48	20.44	358.77			82.50	405.46													77.46	369.51					91.45	114.19	105.50	329.70	104.27	457.37	125.00	486.50	147.81	350.04									192.00	466.50	199.80	188.00	209.72	194.81	212.74	513.83	240.59	346.89			254.92	461.84			299.08	451.60	287.98	87.73	292.58	364.77	308.12	178.48	326.75	150.78			314.12	221.20			336.48	409.00	328.00	515.00	342.63	94.80	360.08	175.68	343.20	143.00	367.31	276.47	360.58	438.73	371.33	302.11	382.70	417.31	402.15	141.51									397.48	191.00							455.46	10.51	460.44	213.56			474.14	266.66			475.14	442.18	495.05	135.35	512.77	511.35	553.88	83.14			556.70	258.22			580.53	497.49	582.53	137.53							586.88	392.18			622.15	410.34	641.78	206.60	635.44	431.47	651.32	120.98			681.31	127.53			687.07	50.33										
35.89	465.55	20.35	346.56	20.54	359.13			82.41	405.83													77.54	370.45					91.57	114.58	105.32	328.65	104.46	457.47	124.51	487.00	147.81	349.90									191.77	465.62	199.74	188.35	209.84	194.65	212.28	513.45	240.99	346.91			255.20	461.68			298.89	451.39	288.28	87.52	292.81	364.25	307.62	177.91	326.08	150.39			314.49	220.68			336.00	409.00	327.69	514.69	342.48	95.02	360.03	175.87	343.26	142.99	366.66	276.69	360.58	439.24	371.06	301.84	382.77	417.45	401.47	141.19									397.13	191.86							455.24	10.00	460.71	213.83			474.25	266.77			475.17	442.15	494.76	135.54	512.83	511.41	553.71	83.22			556.17	258.26			580.52	497.46	582.00	138.13							587.44	391.71			622.04	410.12	641.25	207.44	635.27	431.99	652.10	120.23			681.81	127.87			687.28	50.42										
35.32	465.87	18.70	345.79	20.45	359.24			82.25	405.45													78.69	370.30					92.19	115.59	105.63	328.98	104.54	457.53	124.00	487.44	146.95	350.14									191.19	465.59	200.83	188.43	210.08	194.87	212.40	513.11	240.94	347.03			255.58	461.67			299.20	451.94	287.76	86.79	293.51	364.70	307.61	178.58	326.20	150.44			314.49	221.52			336.00	409.00	328.00	515.00	341.83	94.60	359.83	176.13	343.49	143.02	366.44	276.27	361.61	439.87	370.61	302.03	382.54	417.56	401.81	141.81									396.41	191.22							454.69	9.34	461.34	213.12			474.11	266.42			475.31	442.04	494.26	135.97	512.91	511.33	553.82	83.03			555.61	258.13			580.79	497.40	581.68	138.33							588.31	390.83			621.68	410.45	641.17	206.68	635.45	431.52	651.75	119.32			681.65	128.06			687.72	50.88										
35.69	465.76	20.30	346.47	21.00	359.30			81.94	405.03													78.43	370.49					92.63	115.86	105.45	328.48	104.52	457.53	123.52	487.48	147.06	350.60									190.97	466.24	201.00	188.92	209.58	194.83	211.88	512.93	241.56	346.99			256.50	463.00			298.92	451.96	288.07	86.63	293.95	365.69	307.30	178.69	326.53	150.59			313.82	222.06					328.00	514.55	341.45	95.00	359.98	175.73	343.56	142.84	365.91	276.84	361.61	440.19	370.35	302.60	382.35	417.73	402.09	141.82									396.40	191.21							454.48	10.00	461.24	213.06			474.00	265.99			474.99	441.79	494.31	135.74	513.02	511.44	554.05	82.85			555.46	258.26			580.73	497.36	581.04	138.13							587.84	391.50			621.91	411.08	641.19	206.68	635.01	431.24	651.07	119.51			681.93	128.29			687.65	50.95										
35.47	465.15	20.89	346.17	21.54	359.29			81.06	405.64													78.00	370.52					92.61	116.04	105.12	328.04	103.52	457.46	123.52	487.00	147.41	350.95									190.01	465.98	201.22	188.34	209.69	194.80	212.24	513.75	241.65	346.77			256.51	462.00			299.29	451.73	288.51	86.26	293.24	365.40	307.27	178.01	326.70	151.13			313.39	222.97					328.47	514.00	341.21	95.81	360.51	175.31	343.80	143.01	365.57	276.79	361.00	440.41	371.04	303.00	382.33	417.40	402.12	142.04									396.34	190.84							453.98	9.74	461.88	212.55			473.76	265.72			474.67	441.22	494.20	135.45	513.12	511.46	553.94	82.42			555.18	258.59			581.01	498.02	581.10	138.31							587.82	390.92			621.65	411.03	641.31	207.16	635.02	431.76	651.16	119.28			682.00	128.19			687.42	50.83										
35.08	465.68	21.47	346.44	21.69	359.14			80.80	405.15													77.51	370.53					92.75	115.31	105.34	327.72	103.29	457.33	123.67	486.71	147.79	350.35									190.26	465.99	201.12	188.78	209.21	194.99	211.90	513.43	241.69	346.32			257.00	462.00			298.67	451.99	288.65	86.60	293.53	365.51	307.00	178.48	327.16	151.09			313.19	223.02					328.00	514.00	341.08	96.63	360.41	175.21	343.21	143.00	365.89	276.53	361.14	440.35	370.88	303.43	382.19	417.20	402.28	142.66									396.50	190.50							455.00	9.96	461.82	212.40			474.01	265.97			474.81	441.53	494.04	134.97	513.59	511.38	553.91	82.24			554.96	258.61			580.47	498.47	581.05	138.16							587.96	391.13			621.84	411.04	640.32	206.76	635.02	432.25	651.42	118.79			682.51	128.00			687.15	50.86										
