x_0	y_0	x_1	y_1	x_2	y_2	x_3	y_3	x_4	y_4	x_5	y_5	x_6	y_6	x_7	y_7	x_8	y_8	x_9	y_9	x_10	y_10	x_11	y_11	x_12	y_12	x_13	y_13	x_14	y_14	x_15	y_15	x_16	y_16	x_17	y_17	x_18	y_18	x_19	y_19	x_20	y_20	x_21	y_21	x_22	y_22	x_23	y_23	x_24	y_24	x_25	y_25	x_26	y_26	x_27	y_27	x_28	y_28	x_29	y_29	x_30	y_30	x_31	y_31	x_32	y_32	x_33	y_33	x_34	y_34	x_35	y_35	x_36	y_36	x_37	y_37	x_38	y_38	x_39	y_39	x_40	y_40	x_41	y_41	x_42	y_42	x_43	y_43	x_44	y_44	x_45	y_45	x_46	y_46	x_47	y_47	x_48	y_48	x_49	y_49	x_50	y_50	x_51	y_51	x_52	y_52	x_53	y_53	x_54	y_54	x_55	y_55	x_56	y_56	x_57	y_57	x_58	y_58	x_59	y_59	x_60	y_60	x_61	y_61	x_62	y_62	x_63	y_63	x_64	y_64	x_65	y_65	x_66	y_66	x_67	y_67	x_68	y_68	x_69	y_69	x_70	y_70	x_71	y_71	x_72	y_72	x_73	y_73	x_74	y_74	x_75	y_75	x_76	y_76	x_77	y_77	x_78	y_78	x_79	y_79	x_80	y_80	x_81	y_81	x_82	y_82	x_83	y_83	x_84	y_84	x_85	y_85	x_86	y_86	x_87	y_87	x_88	y_88
26.93	471.28	29.63	345.50	27.92	360.26	51.19	349.22	78.65	401.23	86.43	203.18			83.00	230.00							85.32	358.31					96.62	111.02	98.19	323.38	111.21	451.31	131.49	478.00	143.04	343.00							183.49	212.00	186.90	461.87	198.37	169.60	215.58	186.59	214.76	499.25	229.19	336.07			252.91	448.96			294.77	447.63	299.49	84.46	303.03	367.13	311.16	179.61	324.73	154.41			322.03	212.82			336.50	411.00	334.00	513.48	339.44	82.49	346.81	173.23	346.19	134.97	359.40	265.93	360.01	432.36	371.99	297.61	378.17	419.70	396.07	132.15									393.56	186.90			437.28	375.18			467.93	6.76	465.16	208.77	463.16	3.98	473.00	274.00			479.89	436.84	484.74	123.78	515.57	502.59	551.35	83.11			566.85	256.57	579.39	183.32	568.88	488.54	575.02	119.98							584.85	392.71			624.71	391.29	642.29	195.69	643.99	417.77	644.44	107.07	664.02	226.85	670.01	116.50	672.71	133.19	681.74	41.64										
26.71	471.37	29.30	345.63	27.87	360.67	51.48	349.49	78.74	402.05	85.58	203.46			83.48	230.00							85.31	359.33					96.69	111.21	98.32	324.03	111.26	450.96	131.51	477.00	143.01	343.26							183.49	212.00	186.55	461.65	198.49	169.92	215.69	186.31	214.61	499.33	229.31	336.30			253.19	448.51			294.79	447.91	299.52	84.34	302.60	367.52	311.06	179.52	324.11	154.37			321.93	212.72			336.49	411.00	333.69	513.31	339.62	82.25	346.91	172.60	346.60	135.66	359.37	266.41	360.03	432.73	371.77	298.20	378.45	419.90	395.39	132.56									393.96	187.24			438.04	375.15			468.07	6.51	465.15	208.25	463.55	3.57	473.00	274.52			480.08	436.86	484.34	123.53	515.75	502.66	551.14	83.51			566.22	256.88	580.42	183.23	569.07	488.89	575.01	120.73							585.33	392.13			624.42	391.84	641.32	195.68	643.81	417.39	644.21	106.87	664.51	227.07	670.57	116.29	671.93	132.61	681.63	41.48										
27.35	471.11	30.78	345.21	30.50	359.01	50.48	349.49	78.54	401.51	89.20	200.84			83.00	230.00							85.69	358.69					96.60	110.82	98.37	324.59	110.66	450.07	131.32	476.34	143.00	343.75							183.50	212.00	186.03	462.01	198.18	170.44	215.61	186.58	214.96	498.99	229.06	336.41			253.07	449.41			295.33	448.01	299.00	84.50	302.39	367.38	311.00	178.74	324.00	154.18			322.12	213.01			336.67	411.30	334.34	512.70	339.20	82.80	346.65	171.95	347.00	135.49	359.37	266.32	359.77	433.19	370.63	298.58	379.06	420.08	396.17	132.49									394.06	188.03			438.44	375.50			466.14	6.14	465.12	208.21	462.52	3.48	472.47	275.00			480.71	436.75	484.96	123.04	515.60	502.90	550.23	82.60			565.98	256.71	580.99	183.72	568.49	488.51	574.50	120.50							584.90	392.19			624.28	391.74	641.00	195.50	643.33	416.72	643.92	107.07	663.66	227.19	670.52	116.66	672.83	132.42	681.94	41.74										
27.17	470.92	27.51	343.75	29.71	359.29	50.51	349.49	78.14	401.09	89.57	200.46			83.00	230.47							85.68	359.28					96.74	110.60	98.24	324.27	110.71	450.20	131.72	476.34	142.70	343.68							183.50	212.00	185.48	461.65	198.14	171.20	215.55	186.54	214.65	498.95	229.44	336.47			252.94	449.67			295.45	448.21	299.08	84.41	302.09	367.04	310.70	178.54	324.10	154.02			321.37	213.37			336.67	411.32	334.52	512.54	339.23	83.07	346.31	171.73	346.57	135.64	359.79	266.50	359.58	433.80	370.67	298.43	379.33	420.04	395.69	132.34									394.34	188.66			438.67	375.74			465.99	5.93	465.09	207.71	462.64	2.67	472.32	275.66			480.40	436.64	485.15	123.32	515.38	503.09	550.13	82.67			565.87	256.22	578.91	184.00	568.57	488.13	575.47	119.53							585.31	392.55			624.42	391.24	641.29	194.68	642.94	416.22	643.62	106.46	663.45	226.92	671.84	116.41	673.52	132.22	682.07	41.79										
26.58	470.92	29.88	345.55	28.98	360.21	50.50	349.66	78.33	401.18	88.05	192.65			84.00	230.52							85.49	359.47					97.33	111.11	98.08	324.56	111.10	450.53	131.71	476.35	142.51	343.48							183.60	212.20	185.75	461.67	198.79	171.64	215.15	186.77	214.75	499.15	230.20	336.04			253.35	450.20			294.52	447.83	298.36	84.49	301.80	366.21	311.33	178.49	323.68	152.72			320.89	213.36			336.33	411.69	333.55	513.00	340.00	82.53	346.49	171.89	346.75	135.98	359.51	266.40	358.87	433.88	370.34	298.34	379.72	420.11	394.58	133.40									394.43	188.78			438.77	375.24			467.23	5.02	464.77	207.09	462.64	2.67	472.52	276.00			480.79	436.89	485.15	124.14	515.41	502.99	550.02	82.66			565.64	256.63	579.00	184.28	568.67	487.82	575.00	120.00							585.42	392.48			625.08	391.61	641.00	194.51	642.53	415.55	642.47	106.43	663.76	226.15	671.69	116.31	673.18	131.93	681.45	41.86										
27.07	471.04	30.69	345.61	30.93	359.12	50.51	349.69	78.27	401.39	85.40	188.78			84.00	230.49							85.00	359.57					97.32	111.30	98.11	324.19	111.33	450.64	132.00	476.55	142.68	342.70							183.34	212.32	185.89	461.65	198.86	171.45	214.58	186.59	214.75	498.86	229.25	336.64			253.19	450.59			294.20	448.31	298.69	84.49	301.71	366.99	312.29	178.53	324.16	152.97			321.07	213.42			335.71	411.35	333.51	512.55	340.12	82.71	346.30	171.99	346.88	135.84	359.41	266.11	358.95	434.49	370.25	298.61	379.75	420.28	394.38	133.45									394.50	188.33			438.37	374.52			467.05	4.99	464.95	207.12	463.00	6.00	473.00	276.47			480.38	436.59	485.44	124.54	515.33	502.99	550.31	82.69			566.65	257.25	576.04	185.29	568.37	488.00	575.00	120.00							585.95	392.63			625.08	391.72	641.00	194.51	642.52	415.54	641.75	105.58	664.06	226.00	671.68	116.65	673.58	132.10	681.89	42.58										
26.92	471.80	30.96	345.99	31.34	359.09	49.84	349.70	78.61	402.37	85.50	189.00			84.00	230.48							84.50	359.48					96.98	110.98	98.05	324.47	110.80	450.98	132.00	476.51	143.00	343.52							182.49	211.50	186.61	461.80	198.32	170.99	213.75	187.33	214.59	498.91	228.52	337.28			253.41	451.55			293.77	448.20	298.48	84.10	302.32	366.27	311.89	179.07	324.31	153.43			320.91	213.83			335.00	411.55	333.47	512.50	339.80	83.34	346.33	173.07	346.26	136.64	359.29	266.40	358.68	434.59	370.16	299.04	380.47	420.11	395.27	133.04									394.27	187.75			438.69	374.83			467.78	5.47	464.70	207.10	462.87	2.43	472.34	275.67			479.71	437.38	486.19	124.71	515.19	503.21	550.98	82.72			566.60	257.19	576.56	184.87	568.49	487.52	574.34	120.99							585.75	392.99			624.44	392.39	641.53	195.00	642.50	416.44	641.08	104.62	664.27	225.11	672.04	116.95	674.10	131.50	681.79	42.21										
27.05	471.76	31.46	346.17	31.02	359.33	49.46	350.05	78.84	402.26	85.50	189.00			83.53	230.00							84.44	359.51					97.04	111.04	98.34	324.81	110.18	450.57	131.66	476.70	142.67	344.32							181.49	211.00	186.11	461.82	198.25	171.22	214.09	186.82	214.79	499.17	228.15	336.98			253.08	451.50			293.37	447.82	298.35	83.49	301.84	366.20	312.17	179.21	324.04	153.58			321.35	214.06			335.31	411.71	333.50	512.52	339.94	83.86	346.71	172.68	346.31	136.97	359.76	266.20	359.40	434.31	370.14	299.74	380.59	419.64	396.12	132.98									394.07	187.92			438.75	374.73			466.51	5.17	464.33	206.88	462.87	2.43	472.00	276.00			479.76	437.15	486.03	124.68	514.95	503.32	550.57	82.84			566.51	256.88	575.57	185.00	568.47	487.50	574.40	121.19							585.56	392.91			624.27	392.28	641.31	195.32	642.21	416.37	641.21	105.53	664.51	225.99	672.53	116.98	673.94	131.11	681.90	41.61										
26.55	472.16	29.43	346.26	28.28	360.47	49.02	349.97	77.89	401.86					83.51	230.00							84.52	360.45					96.72	111.29	98.91	324.79	109.98	450.02	131.68	476.70	142.52	344.49							181.51	211.49	185.70	461.93	199.23	172.25	213.85	186.96	215.11	499.57	228.66	337.27			253.02	451.52			292.98	446.96	298.32	83.20	301.80	366.04	312.60	179.42	323.56	153.66			320.72	213.92			334.48	411.51	332.67	512.31	340.00	84.26	347.59	172.56	346.49	137.48	359.58	266.45	359.59	434.21	370.44	299.80	380.76	419.49	394.74	133.40									394.02	188.55			439.11	374.91			467.06	5.29	463.88	207.38	462.39	2.41	472.00	275.49			479.99	437.16	486.19	124.58	514.67	503.52	549.21	82.65			566.02	256.44	573.98	185.00	568.31	487.93	574.78	121.46							585.71	392.54			624.22	392.32	641.50	196.45	641.96	416.23	641.22	105.53	665.66	225.01	673.07	116.76	674.62	131.10	682.07	42.68										
26.73	472.85	28.70	346.41	27.99	360.85	49.29	349.93	78.13	401.87					84.00	229.46							84.31	359.67					96.16	111.72	99.25	324.93	109.59	449.69	131.52	477.51	142.69	344.68							181.00	211.00	186.05	461.86	199.67	172.31	214.73	186.64	215.55	500.77	229.11	337.34			253.36	451.52			292.79	447.04	297.65	83.04	302.21	366.31	312.77	179.39	323.19	153.63			320.81	213.95			334.53	411.54	332.70	512.30	339.75	84.10	347.91	172.59	346.32	137.51	359.44	265.77	359.62	433.74	370.72	299.98	380.65	418.95	394.66	133.61									394.14	189.24			439.05	375.11			466.12	4.30	463.66	207.51	462.39	2.41	472.00	275.47			480.39	437.01	486.47	124.94	514.64	503.70	549.99	82.50			566.14	256.77	574.00	186.00	568.34	487.75	575.35	120.15							585.00	392.05			624.31	392.20	642.00	195.55	641.48	416.49	640.52	105.61	665.00	225.00	672.99	116.58	674.71	130.89	683.32	46.36										
26.51	473.22	28.27	346.13	27.83	361.03	49.28	350.04	78.07	401.95					85.00	230.00							84.45	360.00					95.81	111.45	99.38	325.19	109.74	450.24	131.54	477.49	143.20	344.39							180.50	211.49	186.34	462.02	199.32	173.15	213.76	186.57	215.13	501.78	230.09	337.31			253.42	451.24			292.87	446.41	297.84	83.05	302.77	365.78	313.32	178.98	323.29	154.05			320.41	214.62			335.33	411.70	333.00	511.56	339.95	84.28	347.89	173.32	346.14	138.15	359.83	265.74	358.52	434.32	371.30	300.29	380.30	418.64	394.74	133.87									394.29	189.09			439.41	374.97			467.42	5.14	463.64	207.05	462.40	2.38	471.54	275.00			480.88	436.67	486.57	124.87	514.29	503.50	549.92	82.80			564.98	256.65	565.18	182.14	568.04	488.51	575.40	120.21							585.55	392.47			624.56	392.57	642.35	195.72	641.26	416.99	641.03	105.68	665.51	225.00	672.42	116.01	674.11	131.18	683.94	46.68										
27.03	473.35	29.51	346.83	28.30	361.02	49.51	350.00	78.37	402.10					84.00	230.00							84.56	360.00					95.79	111.94	99.50	324.98	108.88	450.19	131.51	478.00	142.68	344.33							180.67	211.66	186.35	462.42	199.07	173.46	213.39	186.37	214.84	502.35	230.26	336.92			253.23	450.96			292.16	445.41	297.37	83.08	302.81	365.96	313.24	178.68	323.44	154.32			320.08	213.98			335.49	412.00	332.34	512.30	340.02	84.35	348.02	173.47	346.35	138.72	360.27	265.41	358.85	433.76	371.78	300.71	380.62	419.10	394.78	133.90									394.04	190.05			438.87	375.17			467.34	4.62	463.37	207.12	462.38	1.41	471.50	275.50			481.13	437.18	487.05	124.44	514.43	503.54	550.01	82.97			564.61	256.55	563.24	180.91	568.71	488.46	574.50	120.50							585.95	392.78			624.17	392.81	642.33	195.72	641.39	417.18	640.89	105.88	665.50	225.00	672.30	116.14	673.85	131.16	683.18	43.30										
27.53	472.52	28.56	346.46	27.63	361.18	49.71	349.99	78.81	402.29					84.00	230.00							85.48	359.53					95.90	111.77	99.52	324.99	108.88	450.28	131.71	477.68	142.53	344.51							180.99	210.67	187.32	461.95	199.16	173.72	214.39	184.57	214.47	502.26	229.73	337.67			253.14	450.45			292.29	444.74	296.44	82.73	303.26	366.04	313.19	178.61	323.49	154.48			320.10	213.48			336.00	412.50	332.33	510.72	340.11	84.74	348.24	172.25	346.15	138.36	360.70	265.74	359.54	434.26	371.69	301.07	380.55	418.71	394.90	133.64									392.99	189.26			438.30	375.26			465.00	5.26	464.04	207.40	461.25	1.74	472.00	275.51			481.17	437.01	487.01	124.31	514.36	503.84	550.13	81.86			564.94	256.64	562.42	180.06	568.60	488.37	574.85	119.86							585.64	392.98			623.50	392.80	642.51	195.50	641.03	416.77	640.47	106.50	666.00	224.50	672.56	116.10	674.25	131.32	682.27	39.64										
27.43	472.08	32.40	347.11	27.89	360.66	49.34	350.69	79.22	401.79					83.54	230.00							85.48	359.53					95.92	111.33	99.10	324.39	109.06	449.96	131.53	478.00	142.52	344.50							181.15	211.33	186.89	461.71	199.25	173.54	214.42	184.12	214.05	502.50	230.41	337.13			253.25	450.24			292.70	445.08	296.46	82.36	302.81	365.92	313.20	178.56	323.03	154.42			319.90	212.75			336.50	412.52	333.00	510.50	339.97	84.85	348.46	172.20	346.23	137.97	361.00	265.88	359.82	434.04	371.75	300.83	381.05	418.70	394.92	133.29									392.96	189.09			437.63	374.39			464.97	5.49	464.09	207.24	461.00	2.96	471.69	275.33			481.27	437.29	486.86	124.19	514.63	503.77	550.74	81.81			564.98	256.87	562.59	180.92	568.49	487.73	576.12	118.62							585.82	393.18			623.65	392.64	642.31	195.33	640.83	416.40	640.58	106.59	666.00	224.49	671.98	116.27	673.91	131.78	681.84	40.67										
27.42	472.02	29.31	346.42	27.70	361.22	49.00	350.52	79.79	401.71					83.00	230.00							85.49	360.00					94.80	110.40	98.75	323.88	108.73	450.12	131.65	477.30	142.20	344.60							181.00	212.51	186.44	461.79	198.80	173.58	213.91	184.00	212.65	503.06	230.88	337.20			253.01	450.48			292.83	445.01	296.57	82.21	302.95	365.48	312.60	178.60	322.80	154.27			319.59	212.77			336.53	413.00	332.50	510.47	339.98	84.95	349.12	172.27	346.34	137.81	361.69	266.00	359.60	433.54	372.15	300.36	380.90	419.12	394.44	132.90									392.75	190.10			437.90	375.13			464.69	5.05	464.64	206.62	460.52	1.99	471.51	275.00			481.91	437.36	487.36	124.31	514.47	503.90	551.58	81.79			565.06	257.15	562.17	181.64	568.60	487.51	575.74	118.01							585.57	392.51			623.78	392.17	642.34	194.71	640.50	416.46	640.49	105.74	663.36	223.88	671.51	117.48	674.36	132.46	681.75	38.87										
27.70	472.01	29.53	346.83	27.86	361.99	49.00	350.49	79.60	401.56					83.00	229.00							85.31	359.70					94.72	110.44	98.65	324.29	108.16	451.11	131.48	477.55	142.49	344.52							181.00	212.00	186.36	462.12	198.89	173.14	213.61	184.17	212.60	503.55	230.52	336.75			253.12	450.66			292.83	444.84	296.83	82.06	303.05	365.10	312.95	179.12	323.26	154.50			319.44	212.63			337.00	413.52	332.70	510.66	339.90	84.92	349.67	172.60	346.47	138.13	361.81	265.66	359.04	433.97	372.22	300.40	380.97	419.15	393.45	133.18									392.59	190.60			437.50	375.38			463.83	5.15	464.47	206.84	460.20	2.39	471.66	275.68			481.90	437.88	487.90	123.94	514.44	503.85	551.16	81.37			564.70	257.38	561.18	179.86	568.40	488.37	575.80	117.81							585.06	392.79			623.15	392.63	641.72	194.36	640.99	416.23	640.70	105.33	663.36	223.34	672.46	117.49	673.77	133.25	681.81	39.45										
27.56	471.49	31.15	347.99	26.37	362.47	49.00	349.53	80.20	400.89					82.00	229.00							86.00	359.50					94.61	111.02	98.70	324.59	107.62	451.16	130.02	478.00	142.52	344.52							182.00	212.00	185.73	461.79	198.51	173.45	213.12	184.46	212.77	503.71	230.85	337.46			252.69	450.64			292.65	444.48	296.82	81.99	304.00	365.15	312.86	179.03	323.57	154.26			319.45	212.04			336.50	413.50	332.33	510.32	339.19	84.70	349.48	172.00	346.22	138.27	362.13	264.93	358.81	433.89	372.40	300.59	381.02	419.14	393.34	132.72									392.14	190.93			438.50	374.93			463.62	4.28	464.21	207.42	460.23	1.50	471.00	275.00			481.73	438.04	487.33	123.65	513.97	504.11	550.64	81.44			564.23	257.28	562.34	181.80	568.64	488.43	575.20	117.40							585.62	392.86			623.19	392.81	641.49	194.51	641.48	416.47	641.11	105.82	663.33	224.04	672.44	117.89	674.09	133.42	682.57	38.90										
27.74	471.88	30.19	347.79	26.72	362.54	48.54	350.00	80.79	401.15					82.00	229.00							85.55	359.00					94.11	110.80	98.87	325.14	107.09	451.02	130.52	479.00	142.36	345.30							182.49	212.00	185.38	461.90	198.38	173.68	212.67	184.07	213.52	503.43	231.46	337.86			252.82	450.06			292.75	443.72	297.11	82.53	304.00	365.38	313.20	178.21	323.39	153.99			319.43	211.87			336.33	413.32	332.48	510.48	339.67	84.74	349.38	171.78	346.74	137.97	362.06	265.04	358.19	434.04	372.06	300.45	381.17	419.30	393.85	132.81									392.16	190.76			438.01	375.08			463.18	4.80	463.89	207.45	459.51	1.99	470.00	274.00			481.18	437.72	487.52	123.54	513.91	504.10	550.64	81.54			563.79	257.03	561.30	179.99	568.81	488.50	574.67	117.65							585.44	393.03			623.77	392.70	641.68	194.31	641.51	416.53	641.33	106.04	663.29	223.89	672.56	118.09	674.27	133.31	682.75	38.62										
27.81	472.53	27.72	346.90	26.82	362.38	49.25	349.99	80.55	400.87													86.29	359.31					93.33	111.46	99.19	325.27	106.80	451.01	131.32	478.32	142.67	345.31							182.36	210.68	185.38	461.14	198.43	173.66	212.93	185.14	213.87	503.96	231.84	337.09			253.23	450.29			291.93	442.51	297.54	82.10	303.83	365.57	313.15	177.75	323.36	153.63			318.70	211.00			335.69	412.69	332.53	510.00	340.15	84.28	349.40	171.77	346.87	138.36	362.18	264.97	358.60	433.97	372.62	300.47	381.13	420.39	393.11	133.20									392.31	191.21			437.81	374.92			463.59	4.75	463.10	207.36	459.49	1.51	470.32	274.34			480.92	438.10	487.90	122.64	513.77	503.75	551.02	81.99			563.28	257.46	561.67	181.35	568.49	488.85	574.97	117.35							585.91	392.85			623.74	393.17	641.49	194.44	641.21	416.65	641.26	105.94	663.81	223.98	671.29	117.70	673.52	133.26	683.22	38.60										
27.64	472.39	28.87	347.04	26.99	361.85	49.52	349.54	80.53	400.95													86.34	359.28					93.44	110.97	99.27	325.25	106.95	450.88	130.71	477.68	142.51	345.50							182.73	210.99	185.70	461.27	198.97	173.82	213.12	184.96	213.90	503.75	231.53	337.13			253.16	450.63			292.10	442.51	297.57	81.44	303.47	365.28	313.03	177.81	323.64	153.79			318.59	210.56			335.54	412.00	332.33	510.30	339.70	84.27	349.42	171.66	346.89	138.56	361.95	265.09	358.88	434.10	372.97	300.01	381.09	420.33	393.45	133.24									392.90	191.09			437.39	375.36			462.85	5.14	463.33	207.15	459.25	1.74	470.00	275.00			480.83	437.97	487.13	122.97	513.80	503.50	551.03	81.99			563.84	258.10	559.45	178.01	568.84	488.54	574.31	118.28							586.65	392.82			624.33	393.18	641.67	194.30	640.20	416.59	641.05	105.76	663.92	224.01	671.54	117.52	673.74	133.19	682.35	38.35										
27.65	472.41	28.18	346.92	26.99	361.94	49.51	349.49	80.86	400.64													86.00	358.59					93.62	110.24	99.88	324.91	107.17	451.10	130.00	477.55	143.31	345.68							182.33	210.34	185.37	460.34	197.83	174.39	213.13	185.22	213.96	502.63	232.13	337.74			253.30	450.81			292.58	441.49	297.45	81.10	303.65	364.77	314.09	178.68	324.11	153.63			318.16	211.29			335.67	413.32	331.70	510.67	339.64	84.71	349.28	171.39	346.21	138.14	362.40	264.38	359.46	433.82	373.01	300.28	381.66	419.88	394.37	133.45									393.74	191.28			436.98	375.78			462.02	5.03	463.22	207.63	458.32	2.03	470.00	275.00			480.18	438.90	486.95	123.18	513.92	503.67	550.89	81.52			563.64	257.90	560.48	178.99	569.14	488.83	574.18	119.22							587.32	392.83			623.77	392.96	641.47	194.45	640.47	416.52	641.51	105.80	663.91	223.69	671.25	117.75	673.54	134.00	682.41	38.85										
27.21	472.53	27.17	346.96	26.68	361.54	49.75	350.02	80.26	400.76													86.48	358.55					93.67	110.25	99.87	325.02	107.35	450.92	129.66	477.71	143.34	345.70							182.00	211.00	184.73	460.02	197.42	175.18	213.21	185.72	213.69	502.66	232.57	337.65			253.30	450.49			292.57	441.93	297.51	81.49	304.03	364.48	313.69	178.43	324.19	153.37			318.42	211.74			335.54	413.51	331.67	510.69	339.66	84.31	349.69	171.77	345.94	138.57	362.12	264.26	359.05	433.55	372.97	300.08	381.64	419.68	395.06	133.59									393.49	191.21			436.91	375.35			461.99	5.71	462.87	207.50	458.49	2.02	470.00	274.50			479.99	439.34	486.75	123.67	514.06	503.67	550.79	81.99			563.67	257.86	560.20	179.12	568.73	488.50	574.15	119.28							587.78	393.65			623.99	393.39	641.29	193.69	641.01	416.49	640.72	105.98	663.35	223.65	672.50	118.16	674.33	134.38	683.21	39.12										
27.97	473.59	26.49	346.97	25.56	361.56	49.32	350.33	80.38	401.46													87.00	358.50					93.77	110.12	99.42	325.26	107.16	451.08	130.44	478.00	143.53	345.52							181.67	211.33	185.17	460.64	197.53	175.37	213.00	185.35	213.48	502.82	232.30	337.57			253.46	450.33			291.62	442.03	297.79	81.98	304.60	363.77	313.60	178.17	324.50	153.78			317.65	211.95			335.48	414.00	331.51	510.49	339.80	84.27	349.29	171.76	346.13	138.99	362.23	264.90	358.33	433.44	372.33	299.89	382.31	420.25	397.44	133.88									393.07	190.77			437.69	375.07			461.19	5.87	462.64	207.74	457.51	2.98	470.49	274.50			480.20	439.08	486.94	124.00	513.81	503.63	550.54	81.49			563.02	258.51	558.90	177.12	568.77	487.98	574.47	118.76							587.56	393.67			623.09	393.14	640.30	194.31	641.00	416.00	640.26	105.85	665.75	223.00	672.39	118.39	674.53	134.91	682.96	39.26										
28.23	473.13	27.36	346.70	25.84	361.14	48.53	350.49	80.67	401.91													86.71	357.70					93.67	110.29	99.27	325.59	106.77	452.10	129.57	478.00	143.29	345.66							181.68	211.34	185.91	461.62	197.42	175.21	213.11	185.23	213.07	503.38	232.16	338.01			253.68	450.71			292.26	441.49	297.29	81.83	304.44	363.37	313.38	177.45	324.31	153.60			317.63	211.81			335.55	414.00	331.50	510.00	340.21	84.03	349.18	171.99	345.71	138.88	361.76	265.02	358.22	433.69	371.79	300.23	382.13	420.27	396.55	133.80									393.11	190.66			437.86	375.16			461.07	5.49	462.45	207.84	457.50	1.99	470.49	274.49			480.49	439.34	486.51	123.75	513.99	503.54	550.70	81.07			562.68	258.95	558.32	175.67	569.10	488.32	574.79	119.40							587.67	393.61			622.94	393.63	640.00	194.53	640.79	415.60	640.34	105.31	663.00	221.50	672.97	117.51	674.64	134.64	682.78	39.19										
28.21	472.56	27.08	346.59	26.68	360.57	49.50	350.53	81.37	402.22													86.50	358.54					93.47	110.39	99.35	326.05	106.92	452.14	129.45	478.00	143.51	346.47							182.00	211.49	186.44	460.95	197.29	175.57	213.01	185.84	212.65	503.98	232.33	338.12			253.62	449.97			292.20	440.91	297.24	81.24	304.58	363.11	312.85	178.06	324.04	153.66			317.89	212.10			336.31	414.33	331.00	509.52	340.34	83.96	349.68	172.73	346.43	138.50	361.92	265.06	358.81	433.63	371.54	299.23	382.40	419.97	395.23	133.52									392.86	190.67			438.17	375.12			461.35	5.64	462.01	208.54	457.40	2.40	470.34	274.32			481.16	439.39	486.61	123.71	513.81	503.69	551.46	81.82			562.03	258.96	560.48	180.48	568.66	488.44	574.50	119.16							587.36	393.71			622.82	394.01	640.47	195.00	640.67	415.72	640.29	105.67	666.00	223.51	672.99	118.00	674.87	134.68	682.45	38.90										
28.52	472.89	26.98	347.09	26.61	360.44	49.41	350.81	81.72	403.53													86.00	359.46					93.81	110.20	100.14	326.51	107.30	452.29	128.70	479.31	143.69	345.69							182.00	211.49	186.80	460.49	197.76	176.61	212.52	185.48	213.60	504.39	233.48	338.22			253.15	450.75			293.18	440.97	296.88	80.70	304.23	362.84	312.94	177.97	324.05	154.26			318.77	212.40			336.00	414.50	331.00	509.53	340.50	84.39	349.44	173.10	346.17	138.56	361.56	264.52	357.53	432.80	370.80	299.17	382.51	419.58	397.58	133.87									393.29	190.70			438.99	374.70			461.32	5.94	461.94	208.84	457.61	2.19	470.00	274.50			480.78	439.82	485.69	123.38	513.40	503.65	551.32	81.85			562.01	258.63	559.50	179.50	568.18	489.17	575.32	119.78							586.77	393.49			623.32	393.39	640.67	194.69	640.49	415.53	640.55	105.85	662.13	223.15	672.28	118.01	674.94	134.73	681.89	36.85										
28.47	472.84	26.71	347.13	26.18	360.51	49.79	350.63	82.00	403.36													86.29	358.70					93.38	110.32	100.58	326.75	107.24	452.91	128.53	479.52	144.32	345.70							182.00	211.51	186.29	461.08	197.93	177.28	212.49	185.74	213.70	505.10	233.77	337.99			253.37	450.94			293.38	441.05	297.37	80.97	304.20	362.80	312.57	177.90	323.90	154.84			318.93	212.44			336.50	414.51	330.52	510.00	339.98	84.06	348.95	173.13	345.92	138.70	361.46	264.34	356.66	433.02	370.92	299.31	382.64	419.64	397.61	134.27									393.27	190.20			439.01	374.31			461.69	6.00	461.66	208.59	458.00	2.49	470.00	274.52			480.72	439.43	485.69	123.72	513.01	503.85	551.01	81.99			561.96	258.05	559.39	178.98	568.49	488.52	575.98	119.16							586.52	394.19			623.58	393.33	640.48	194.51	640.52	415.55	640.17	106.25	661.00	223.00	672.97	117.52	674.96	134.62	682.56	39.01										
28.02	472.14	26.89	346.77	26.50	360.54	49.64	350.88	81.40	404.26													86.52	359.00					93.28	110.82	99.87	326.69	106.93	453.44	129.70	479.69	144.33	345.68							182.00	212.00	186.52	461.36	197.60	176.99	212.90	185.97	213.92	505.12	233.46	337.36			253.01	451.50			293.65	441.42	297.54	80.73	304.11	363.19	313.06	178.16	323.76	154.89			319.23	213.09			337.00	414.58	330.55	510.00	340.10	83.93	348.85	173.76	345.87	138.98	361.84	264.68	356.43	433.02	370.24	299.78	382.92	419.81	397.79	134.39									393.62	190.33			438.49	374.03			461.76	5.42	461.21	208.90	458.32	1.36	470.00	275.00			481.02	439.59	485.84	123.75	513.41	503.72	550.79	81.68			561.32	258.12	560.90	181.89	569.99	488.96	575.41	119.98							586.13	394.54			623.99	393.36	640.46	194.49	640.62	416.27	640.91	106.21	665.00	223.00	672.00	118.00	674.96	135.59	682.86	38.85										
