Tools	Port 2: NDI 8700340  s/n:34802401	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	Stray Markers	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	State	Tx	Ty	Tz
2	Port 2: NDI 8700340  s/n:34802401	649519	1	OK	0.7046216	-0.2046211	-0.6615354	-0.1549502	25.172	63.222	-1298.941	0.1011373	0	Stray Markers	649519	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.708	-20.989	-1238.813
2	Port 2: NDI 8700340  s/n:34802401	649522	1	OK	0.7047822	-0.2038000	-0.6613242	-0.1561986	23.837	63.093	-1300.437	0.1129797	0	Stray Markers	649522	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.707	-20.974	-1238.770
2	Port 2: NDI 8700340  s/n:34802401	649525	1	OK	0.7045580	-0.2030246	-0.6614746	-0.1575768	22.634	63.016	-1301.751	0.1041502	0	Stray Markers	649525	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.724	-21.018	-1238.973
2	Port 2: NDI 8700340  s/n:34802401	649528	1	OK	0.7046229	-0.2034117	-0.6612611	-0.1576833	21.480	62.884	-1302.978	0.0964766	0	Stray Markers	649528	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.725	-21.016	-1238.943
2	Port 2: NDI 8700340  s/n:34802401	649531	1	OK	0.7045414	-0.2023156	-0.6613950	-0.1588916	20.304	62.739	-1304.295	0.0969922	0	Stray Markers	649531	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.729	-21.043	-1239.078
2	Port 2: NDI 8700340  s/n:34802401	649534	1	OK	0.7042749	-0.2013607	-0.6618937	-0.1592089	19.279	62.621	-1305.394	0.0975816	0	Stray Markers	649534	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.738	-21.043	-1239.178
2	Port 2: NDI 8700340  s/n:34802401	649537	1	OK	0.7041783	-0.2008140	-0.6621802	-0.1591353	18.228	62.470	-1306.483	0.0974561	0	Stray Markers	649537	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.739	-21.080	-1239.159
2	Port 2: NDI 8700340  s/n:34802401	649540	1	OK	0.7039532	-0.1996916	-0.6626790	-0.1594670	17.368	62.390	-1307.428	0.0975294	0	Stray Markers	649540	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.744	-21.106	-1239.267
2	Port 2: NDI 8700340  s/n:34802401	649543	1	OK	0.7036960	-0.1983672	-0.6632834	-0.1597418	16.625	62.319	-1308.276	0.1140046	0	Stray Markers	649543	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.797	-21.253	-1239.722
2	Port 2: NDI 8700340  s/n:34802401	649546	1	OK	0.7037407	-0.1969210	-0.6634629	-0.1605871	15.819	62.242	-1309.171	0.1050759	0	Stray Markers	649546	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.817	-21.301	-1239.822
2	Port 2: NDI 8700340  s/n:34802401	649549	1	OK	0.7033562	-0.1957539	-0.6643844	-0.1598867	15.309	62.148	-1309.672	0.0999383	0	Stray Markers	649549	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.838	-21.368	-1239.899
2	Port 2: NDI 8700340  s/n:34802401	649552	1	OK	0.7029396	-0.1937579	-0.6656183	-0.1590159	14.950	62.105	-1310.095	0.1010495	0	Stray Markers	649552	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.820	-21.456	-1239.502
2	Port 2: NDI 8700340  s/n:34802401	649555	1	OK	0.7025271	-0.1922279	-0.6666813	-0.1582408	14.686	62.096	-1310.334	0.0922948	0	Stray Markers	649555	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.809	-21.566	-1238.743
2	Port 2: NDI 8700340  s/n:34802401	649558	1	OK	0.7026010	-0.1903902	-0.6669606	-0.1589557	14.248	62.045	-1310.865	0.0921713	0	Stray Markers	649558	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.796	-21.879	-1237.740
2	Port 2: NDI 8700340  s/n:34802401	649561	1	OK	0.7022193	-0.1898833	-0.6677951	-0.1577406	14.137	62.022	-1310.958	0.0917268	0	Stray Markers	649561	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.790	-22.142	-1237.285
2	Port 2: NDI 8700340  s/n:34802401	649564	1	OK	0.7026726	-0.1884343	-0.6675478	-0.1585046	13.720	62.006	-1311.449	0.0796115	0	Stray Markers	649564	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.804	-22.416	-1237.086
2	Port 2: NDI 8700340  s/n:34802401	649567	1	OK	0.7026005	-0.1878427	-0.6680125	-0.1575657	13.581	61.950	-1311.637	0.0929088	0	Stray Markers	649567	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.829	-22.612	-1237.115
2	Port 2: NDI 8700340  s/n:34802401	649570	1	OK	0.7030321	-0.1846760	-0.6682810	-0.1582437	12.932	61.895	-1312.270	0.0866345	0	Stray Markers	649570	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.883	-22.977	-1237.456
2	Port 2: NDI 8700340  s/n:34802401	649573	1	OK	0.7021698	-0.1817586	-0.6702170	-0.1572598	12.906	61.870	-1312.255	0.1000146	0	Stray Markers	649573	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	71.107	-23.763	-1239.455
2	Port 2: NDI 8700340  s/n:34802401	649576	1	OK	0.7018047	-0.1795542	-0.6713200	-0.1567160	12.903	61.868	-1312.322	0.0998458	0	Stray Markers	649576	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	71.069	-24.324	-1238.993
2	Port 2: NDI 8700340  s/n:34802401	649579	1	OK	0.7019899	-0.1779437	-0.6715613	-0.1566896	12.688	61.835	-1312.479	0.0992000	0	Stray Markers	649579	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	71.098	-25.153	-1238.108
2	Port 2: NDI 8700340  s/n:34802401	649582	1	OK	0.7016637	-0.1762608	-0.6723559	-0.1566451	12.628	61.850	-1312.506	0.1012459	0	Stray Markers	649582	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	71.185	-25.628	-1238.629
2	Port 2: NDI 8700340  s/n:34802401	649585	1	OK	0.7018083	-0.1737316	-0.6726455	-0.1575768	12.383	61.818	-1312.827	0.0866594	0	Stray Markers	649585	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	71.238	-25.927	-1239.150
