Tools	Port 2: NDI 8700340  s/n:34802401	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	Stray Markers	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
2	Port 2: NDI 8700340  s/n:34802401	474500	1	OK	0.8027177	-0.1921897	-0.4490584	-0.3421316	75.141	23.699	-1248.077	0.0992113	0	Stray Markers	474500	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.095	-18.127	-1234.530
2	Port 2: NDI 8700340  s/n:34802401	474503	1	OK	0.8027946	-0.1914863	-0.4489212	-0.3425253	75.103	24.423	-1248.141	0.0934553	0	Stray Markers	474503	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	69.988	-17.816	-1233.039
2	Port 2: NDI 8700340  s/n:34802401	474506	1	OK	0.8029739	-0.1916830	-0.4487116	-0.3422695	75.049	24.861	-1248.108	0.1027112	0	Stray Markers	474506	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	69.950	-17.766	-1232.583
2	Port 2: NDI 8700340  s/n:34802401	474509	1	OK	0.8034157	-0.1913363	-0.4483091	-0.3419540	75.021	25.562	-1248.115	0.0989353	0	Stray Markers	474509	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	69.990	-17.863	-1232.995
2	Port 2: NDI 8700340  s/n:34802401	474512	1	OK	0.8035079	-0.1914442	-0.4479099	-0.3422001	74.964	26.091	-1248.182	0.1023013	0	Stray Markers	474512	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	69.984	-17.906	-1232.838
2	Port 2: NDI 8700340  s/n:34802401	474515	1	OK	0.8035532	-0.1915774	-0.4475093	-0.3425431	74.907	26.710	-1248.237	0.0998276	0	Stray Markers	474515	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	69.986	-17.882	-1232.874
2	Port 2: NDI 8700340  s/n:34802401	474518	1	OK	0.8035494	-0.1921404	-0.4472925	-0.3425197	74.884	27.251	-1248.184	0.1036368	0	Stray Markers	474518	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	69.997	-17.920	-1232.866
2	Port 2: NDI 8700340  s/n:34802401	474521	1	OK	0.8034893	-0.1923811	-0.4470705	-0.3428155	74.838	27.920	-1248.169	0.1060360	0	Stray Markers	474521	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	69.971	-18.009	-1233.233
2	Port 2: NDI 8700340  s/n:34802401	474524	1	OK	0.8033497	-0.1924582	-0.4468286	-0.3434142	74.802	28.657	-1248.184	0.1027813	0	Stray Markers	474524	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	69.990	-17.978	-1232.775
2	Port 2: NDI 8700340  s/n:34802401	474527	1	OK	0.8034587	-0.1928092	-0.4465261	-0.3433559	74.732	29.421	-1248.168	0.1020045	0	Stray Markers	474527	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	69.997	-18.036	-1233.066
2	Port 2: NDI 8700340  s/n:34802401	474530	1	OK	0.8033276	-0.1931211	-0.4463997	-0.3436515	74.692	30.127	-1248.206	0.1061061	0	Stray Markers	474530	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	69.997	-18.180	-1233.117
2	Port 2: NDI 8700340  s/n:34802401	474533	1	OK	0.8033402	-0.1936071	-0.4461745	-0.3436410	74.608	30.831	-1248.217	0.1100800	0	Stray Markers	474533	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.005	-18.167	-1233.236
2	Port 2: NDI 8700340  s/n:34802401	474536	1	OK	0.8034089	-0.1937417	-0.4457038	-0.3440152	74.533	31.626	-1248.311	0.1105714	0	Stray Markers	474536	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.001	-18.100	-1232.954
2	Port 2: NDI 8700340  s/n:34802401	474539	1	OK	0.8034348	-0.1932526	-0.4457852	-0.3441243	74.477	32.616	-1248.306	0.1051729	0	Stray Markers	474539	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	69.999	-18.187	-1233.177
2	Port 2: NDI 8700340  s/n:34802401	474542	1	OK	0.8031617	-0.1929037	-0.4460925	-0.3445589	74.382	33.706	-1248.336	0.1067624	0	Stray Markers	474542	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.005	-18.182	-1233.289
2	Port 2: NDI 8700340  s/n:34802401	474545	1	OK	0.8032339	-0.1929024	-0.4464816	-0.3438869	74.257	34.976	-1248.305	0.1059387	0	Stray Markers	474545	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.030	-18.286	-1233.302
2	Port 2: NDI 8700340  s/n:34802401	474548	1	OK	0.8030531	-0.1926696	-0.4467622	-0.3440751	74.136	36.304	-1248.397	0.1033048	0	Stray Markers	474548	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.035	-18.343	-1233.451
2	Port 2: NDI 8700340  s/n:34802401	474551	1	OK	0.8024432	-0.1925208	-0.4471071	-0.3451317	74.091	37.367	-1248.403	0.0969406	0	Stray Markers	474551	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.001	-18.075	-1232.691
2	Port 2: NDI 8700340  s/n:34802401	474554	1	OK	0.8025218	-0.1919328	-0.4470331	-0.3453721	74.006	38.532	-1248.427	0.0946184	0	Stray Markers	474554	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.014	-18.192	-1233.268
2	Port 2: NDI 8700340  s/n:34802401	474557	1	OK	0.8028092	-0.1922947	-0.4465835	-0.3450844	73.939	39.461	-1248.428	0.0972906	0	Stray Markers	474557	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.005	-18.185	-1232.852
2	Port 2: NDI 8700340  s/n:34802401	474560	1	OK	0.8027955	-0.1926914	-0.4460419	-0.3455953	73.908	40.288	-1248.427	0.0996944	0	Stray Markers	474560	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.008	-18.288	-1233.090
2	Port 2: NDI 8700340  s/n:34802401	474563	1	OK	0.8028434	-0.1924749	-0.4456526	-0.3461065	73.832	41.359	-1248.450	0.1023296	0	Stray Markers	474563	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.007	-18.290	-1233.069
2	Port 2: NDI 8700340  s/n:34802401	474566	1	OK	0.8028333	-0.1925420	-0.4455342	-0.3462451	73.765	42.494	-1248.421	0.1023776	0	Stray Markers	474566	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.009	-18.283	-1233.085
2	Port 2: NDI 8700340  s/n:34802401	474569	1	OK	0.8026712	-0.1919420	-0.4455874	-0.3468849	73.645	43.928	-1248.491	0.0994750	0	Stray Markers	474569	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.016	-18.376	-1233.278
2	Port 2: NDI 8700340  s/n:34802401	474572	1	OK	0.8030621	-0.1915964	-0.4451997	-0.3466689	73.505	45.528	-1248.531	0.1016172	0	Stray Markers	474572	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.005	-18.372	-1233.273
2	Port 2: NDI 8700340  s/n:34802401	474575	1	OK	0.8031501	-0.1909174	-0.4448358	-0.3473063	73.406	47.179	-1248.616	0.0917503	0	Stray Markers	474575	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.046	-18.460	-1233.501
2	Port 2: NDI 8700340  s/n:34802401	474578	1	OK	0.8032226	-0.1907741	-0.4445394	-0.3475967	73.282	48.624	-1248.610	0.0882309	0	Stray Markers	474578	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.191	-19.002	-1235.834
2	Port 2: NDI 8700340  s/n:34802401	474581	1	OK	0.8031568	-0.1907178	-0.4441226	-0.3483117	73.187	49.950	-1248.651	0.0906131	0	Stray Markers	474581	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.006	-18.342	-1233.028
2	Port 2: NDI 8700340  s/n:34802401	474584	1	OK	0.8031617	-0.1906785	-0.4437210	-0.3488333	73.078	51.178	-1248.702	0.0931305	0	Stray Markers	474584	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.139	-18.840	-1234.909
2	Port 2: NDI 8700340  s/n:34802401	474587	1	OK	0.8031015	-0.1906616	-0.4435768	-0.3491642	73.040	52.218	-1248.690	0.0937996	0	Stray Markers	474587	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.023	-18.425	-1233.278
2	Port 2: NDI 8700340  s/n:34802401	474590	1	OK	0.8031754	-0.1907833	-0.4433031	-0.3492755	72.951	53.165	-1248.716	0.0940502	0	Stray Markers	474590	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.188	-19.082	-1235.640
2	Port 2: NDI 8700340  s/n:34802401	474593	1	OK	0.8031663	-0.1901696	-0.4433853	-0.3495266	72.862	54.119	-1248.733	0.0938241	0	Stray Markers	474593	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.314	-19.481	-1236.357
2	Port 2: NDI 8700340  s/n:34802401	474596	1	OK	0.8029135	-0.1901566	-0.4437349	-0.3496708	72.835	54.823	-1248.737	0.0954651	0	Stray Markers	474596	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.227	-19.140	-1235.966
2	Port 2: NDI 8700340  s/n:34802401	474599	1	OK	0.8024648	-0.1891861	-0.4443368	-0.3504621	72.786	55.728	-1248.776	0.0899398	0	Stray Markers	474599	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.329	-19.364	-1236.659
2	Port 2: NDI 8700340  s/n:34802401	474602	1	OK	0.8023460	-0.1890143	-0.4446716	-0.3504022	72.706	56.525	-1248.756	0.0933404	0	Stray Markers	474602	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.199	-18.943	-1234.806
2	Port 2: NDI 8700340  s/n:34802401	474605	1	OK	0.8021777	-0.1884531	-0.4449480	-0.3507386	72.680	57.352	-1248.763	0.0839441	0	Stray Markers	474605	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.315	-19.263	-1236.123
2	Port 2: NDI 8700340  s/n:34802401	474608	1	OK	0.8020365	-0.1882713	-0.4450207	-0.3510667	72.683	58.012	-1248.747	0.0853205	0	Stray Markers	474608	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.045	-18.727	-1233.888
2	Port 2: NDI 8700340  s/n:34802401	474611	1	OK	0.8019727	-0.1881431	-0.4446904	-0.3516993	72.603	58.653	-1248.832	0.0836812	0	Stray Markers	474611	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.330	-19.402	-1236.712
2	Port 2: NDI 8700340  s/n:34802401	474614	1	OK	0.8022130	-0.1882954	-0.4445030	-0.3513065	72.570	59.238	-1248.767	0.0880589	0	Stray Markers	474614	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.203	-18.814	-1234.141
2	Port 2: NDI 8700340  s/n:34802401	474617	1	OK	0.8021285	-0.1875716	-0.4445537	-0.3518221	72.517	59.808	-1248.840	0.0853379	0	Stray Markers	474617	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.150	-19.179	-1235.068
2	Port 2: NDI 8700340  s/n:34802401	474620	1	OK	0.8021016	-0.1878338	-0.4444422	-0.3518845	72.498	59.942	-1248.882	0.0859396	0	Stray Markers	474620	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.332	-19.454	-1236.654
2	Port 2: NDI 8700340  s/n:34802401	474623	1	OK	0.8020881	-0.1878814	-0.4442634	-0.3521155	72.526	59.947	-1248.866	0.0882482	0	Stray Markers	474623	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.344	-19.446	-1236.721
2	Port 2: NDI 8700340  s/n:34802401	474626	1	OK	0.8022548	-0.1878601	-0.4439822	-0.3521017	72.542	59.921	-1248.827	0.0907441	0	Stray Markers	474626	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.234	-19.223	-1235.842
2	Port 2: NDI 8700340  s/n:34802401	474629	1	OK	0.8023721	-0.1879002	-0.4437083	-0.3521584	72.543	59.935	-1248.831	0.0919818	0	Stray Markers	474629	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.235	-19.235	-1235.860
2	Port 2: NDI 8700340  s/n:34802401	474632	1	OK	0.8022041	-0.1877957	-0.4435915	-0.3527434	72.543	59.988	-1248.869	0.0890295	0	Stray Markers	474632	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.205	-19.006	-1234.826
2	Port 2: NDI 8700340  s/n:34802401	474635	1	OK	0.8024371	-0.1882743	-0.4433386	-0.3522761	72.497	60.019	-1248.818	0.0930970	0	Stray Markers	474635	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.343	-19.433	-1236.759
2	Port 2: NDI 8700340  s/n:34802401	474638	1	OK	0.8031358	-0.1874145	-0.4430151	-0.3515484	72.438	60.577	-1248.823	0.0899405	0	Stray Markers	474638	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.344	-19.443	-1236.724
2	Port 2: NDI 8700340  s/n:34802401	474641	1	OK	0.8029752	-0.1879089	-0.4431167	-0.3515234	72.445	60.579	-1248.800	0.0922441	0	Stray Markers	474641	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.209	-19.212	-1235.650
2	Port 2: NDI 8700340  s/n:34802401	474644	1	OK	0.8030459	-0.1884260	-0.4427805	-0.3515085	72.446	60.623	-1248.832	0.0906435	0	Stray Markers	474644	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.329	-19.283	-1235.944
2	Port 2: NDI 8700340  s/n:34802401	474647	1	OK	0.8035882	-0.1880216	-0.4423839	-0.3509850	72.401	60.996	-1248.826	0.0887833	0	Stray Markers	474647	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.344	-19.459	-1236.773
2	Port 2: NDI 8700340  s/n:34802401	474650	1	OK	0.8043413	-0.1875632	-0.4421682	-0.3497748	72.349	61.563	-1248.793	0.0917514	0	Stray Markers	474650	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.342	-19.481	-1236.764
2	Port 2: NDI 8700340  s/n:34802401	474653	1	OK	0.8043277	-0.1875638	-0.4422668	-0.3496811	72.345	61.949	-1248.788	0.0919227	0	Stray Markers	474653	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.354	-19.507	-1236.824
2	Port 2: NDI 8700340  s/n:34802401	474656	1	OK	0.8036800	-0.1881858	-0.4425990	-0.3504150	72.366	62.062	-1248.785	0.0897161	0	Stray Markers	474656	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.355	-19.485	-1236.745
2	Port 2: NDI 8700340  s/n:34802401	474659	1	OK	0.8038639	-0.1877031	-0.4425574	-0.3503045	72.307	62.590	-1248.811	0.0853230	0	Stray Markers	474659	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.211	-19.303	-1235.649
2	Port 2: NDI 8700340  s/n:34802401	474662	1	OK	0.8044766	-0.1876817	-0.4422162	-0.3493392	72.233	63.034	-1248.810	0.0941189	0	Stray Markers	474662	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.355	-19.538	-1236.829
2	Port 2: NDI 8700340  s/n:34802401	474665	1	OK	0.8045187	-0.1879427	-0.4420341	-0.3493323	72.233	63.244	-1248.818	0.0910312	0	Stray Markers	474665	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.361	-19.565	-1236.827
2	Port 2: NDI 8700340  s/n:34802401	474668	1	OK	0.8042824	-0.1884148	-0.4420107	-0.3496516	72.248	63.296	-1248.814	0.0934437	0	Stray Markers	474668	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.367	-19.574	-1236.862
2	Port 2: NDI 8700340  s/n:34802401	474671	1	OK	0.8041488	-0.1887745	-0.4420431	-0.3497239	72.252	63.350	-1248.833	0.0887906	0	Stray Markers	474671	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.358	-19.596	-1236.834
2	Port 2: NDI 8700340  s/n:34802401	474674	1	OK	0.8041033	-0.1890505	-0.4422355	-0.3494360	72.224	63.479	-1248.821	0.0964383	0	Stray Markers	474674	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.362	-19.585	-1236.804
2	Port 2: NDI 8700340  s/n:34802401	474677	1	OK	0.8039400	-0.1889196	-0.4425078	-0.3495379	72.221	63.774	-1248.832	0.0903712	0	Stray Markers	474677	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.351	-19.575	-1236.792
2	Port 2: NDI 8700340  s/n:34802401	474680	1	OK	0.8034174	-0.1886825	-0.4429592	-0.3502950	72.209	63.962	-1248.851	0.0872320	0	Stray Markers	474680	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.361	-19.596	-1236.879
2	Port 2: NDI 8700340  s/n:34802401	474683	1	OK	0.8033622	-0.1887525	-0.4430513	-0.3502672	72.212	64.061	-1248.858	0.0863977	0	Stray Markers	474683	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.366	-19.612	-1236.873
2	Port 2: NDI 8700340  s/n:34802401	474686	1	OK	0.8036019	-0.1889808	-0.4427546	-0.3499694	72.214	64.034	-1248.837	0.0922481	0	Stray Markers	474686	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.359	-19.604	-1236.800
2	Port 2: NDI 8700340  s/n:34802401	474689	1	OK	0.8039466	-0.1893070	-0.4424217	-0.3494221	72.215	63.999	-1248.791	0.0916191	0	Stray Markers	474689	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.363	-19.601	-1236.857
2	Port 2: NDI 8700340  s/n:34802401	474692	1	OK	0.8036350	-0.1890944	-0.4425121	-0.3501386	72.239	64.023	-1248.795	0.0934738	0	Stray Markers	474692	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.219	-19.364	-1235.801
2	Port 2: NDI 8700340  s/n:34802401	474695	1	OK	0.8034493	-0.1892624	-0.4425960	-0.3503680	72.253	64.012	-1248.768	0.0948936	0	Stray Markers	474695	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.354	-19.701	-1236.553
2	Port 2: NDI 8700340  s/n:34802401	474698	1	OK	0.8033396	-0.1891336	-0.4426463	-0.3506255	72.220	64.060	-1248.848	0.0961530	0	Stray Markers	474698	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.370	-19.654	-1236.842
2	Port 2: NDI 8700340  s/n:34802401	474701	1	OK	0.8034228	-0.1893096	-0.4426974	-0.3502752	72.221	64.042	-1248.837	0.0948776	0	Stray Markers	474701	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.230	-19.392	-1235.823
2	Port 2: NDI 8700340  s/n:34802401	474704	1	OK	0.8031183	-0.1890568	-0.4432161	-0.3504541	72.248	64.034	-1248.791	0.0846243	0	Stray Markers	474704	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.372	-19.655	-1236.889
2	Port 2: NDI 8700340  s/n:34802401	474707	1	OK	0.8032201	-0.1894286	-0.4434425	-0.3497328	72.196	64.007	-1248.829	0.0957662	0	Stray Markers	474707	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.231	-19.437	-1235.818
2	Port 2: NDI 8700340  s/n:34802401	474710	1	OK	0.8029887	-0.1891384	-0.4436315	-0.3501811	72.238	64.066	-1248.839	0.0921961	0	Stray Markers	474710	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.385	-19.694	-1237.033
2	Port 2: NDI 8700340  s/n:34802401	474713	1	OK	0.8028206	-0.1891773	-0.4437829	-0.3503539	72.236	64.034	-1248.815	0.0933042	0	Stray Markers	474713	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.234	-19.454	-1235.851
2	Port 2: NDI 8700340  s/n:34802401	474716	1	OK	0.8027175	-0.1891283	-0.4438316	-0.3505546	72.240	64.070	-1248.860	0.0932181	0	Stray Markers	474716	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.242	-19.461	-1235.883
2	Port 2: NDI 8700340  s/n:34802401	474719	1	OK	0.8027897	-0.1892848	-0.4436877	-0.3504870	72.252	64.038	-1248.803	0.0917706	0	Stray Markers	474719	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.383	-19.708	-1237.027
2	Port 2: NDI 8700340  s/n:34802401	474722	1	OK	0.8028487	-0.1891903	-0.4435756	-0.3505448	72.233	64.055	-1248.834	0.0876117	0	Stray Markers	474722	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.376	-19.696	-1236.964
2	Port 2: NDI 8700340  s/n:34802401	474725	1	OK	0.8026167	-0.1890038	-0.4439343	-0.3507226	72.241	64.059	-1248.834	0.0939799	0	Stray Markers	474725	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.243	-19.481	-1235.882
2	Port 2: NDI 8700340  s/n:34802401	474728	1	OK	0.8022041	-0.1886363	-0.4444622	-0.3511955	72.244	64.050	-1248.809	0.0875681	0	Stray Markers	474728	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.382	-19.745	-1237.035
2	Port 2: NDI 8700340  s/n:34802401	474731	1	OK	0.8021584	-0.1885490	-0.4445541	-0.3512305	72.227	64.061	-1248.853	0.0922797	0	Stray Markers	474731	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.388	-19.761	-1237.015
2	Port 2: NDI 8700340  s/n:34802401	474734	1	OK	0.8021414	-0.1886106	-0.4446722	-0.3510867	72.246	64.025	-1248.801	0.0924826	0	Stray Markers	474734	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.387	-19.648	-1237.738
2	Port 2: NDI 8700340  s/n:34802401	474737	1	OK	0.8020376	-0.1886283	-0.4446799	-0.3513046	72.263	64.003	-1248.771	0.0931544	0	Stray Markers	474737	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.389	-19.763	-1237.065
2	Port 2: NDI 8700340  s/n:34802401	474740	1	OK	0.8020666	-0.1885852	-0.4445164	-0.3514684	72.251	64.025	-1248.797	0.0902462	0	Stray Markers	474740	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.386	-19.763	-1237.040
2	Port 2: NDI 8700340  s/n:34802401	474743	1	OK	0.8019202	-0.1883878	-0.4447445	-0.3516197	72.260	64.055	-1248.830	0.0890572	0	Stray Markers	474743	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.390	-19.770	-1237.004
2	Port 2: NDI 8700340  s/n:34802401	474746	1	OK	0.8019344	-0.1885489	-0.4448349	-0.3513865	72.252	64.031	-1248.819	0.0990249	0	Stray Markers	474746	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.397	-19.809	-1237.108
2	Port 2: NDI 8700340  s/n:34802401	474749	1	OK	0.8018604	-0.1885876	-0.4449174	-0.3514300	72.243	64.028	-1248.812	0.0930163	0	Stray Markers	474749	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.390	-19.790	-1237.079
2	Port 2: NDI 8700340  s/n:34802401	474752	1	OK	0.8018250	-0.1888200	-0.4449780	-0.3513093	72.275	64.010	-1248.760	0.0908583	0	Stray Markers	474752	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.390	-19.795	-1237.082
2	Port 2: NDI 8700340  s/n:34802401	474755	1	OK	0.8018660	-0.1889146	-0.4449875	-0.3511529	72.258	64.027	-1248.794	0.0933326	0	Stray Markers	474755	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.393	-19.800	-1237.112
2	Port 2: NDI 8700340  s/n:34802401	474758	1	OK	0.8018252	-0.1889382	-0.4450691	-0.3511300	72.237	64.031	-1248.822	0.0903211	0	Stray Markers	474758	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.400	-19.798	-1237.158
2	Port 2: NDI 8700340  s/n:34802401	474761	1	OK	0.8017039	-0.1887854	-0.4451377	-0.3514018	72.253	64.038	-1248.809	0.0916699	0	Stray Markers	474761	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.403	-19.808	-1237.165
