Tools	Stray Markers	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	State	Tx	Ty	Tz
1	Stray Markers	461834	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.950	-22.174	-1239.253
1	Stray Markers	461837	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.956	-22.172	-1239.325
1	Stray Markers	461840	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.965	-22.270	-1239.529
1	Stray Markers	461843	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.942	-22.202	-1238.985
1	Stray Markers	461846	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.923	-22.156	-1238.921
1	Stray Markers	461849	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.916	-22.173	-1238.744
1	Stray Markers	461852	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.928	-22.189	-1239.146
1	Stray Markers	461855	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.972	-22.323	-1239.594
1	Stray Markers	461858	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.970	-22.295	-1239.375
1	Stray Markers	461861	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.955	-22.304	-1239.314
1	Stray Markers	461864	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.959	-22.325	-1239.245
1	Stray Markers	461867	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.975	-22.403	-1239.406
1	Stray Markers	461870	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	70.981	-22.450	-1239.638
1	Stray Markers	461873	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	71.082	-22.703	-1240.688
1	Stray Markers	461876	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	71.092	-22.801	-1240.986
1	Stray Markers	461879	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	71.122	-22.958	-1241.705
1	Stray Markers	461882	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	71.152	-23.030	-1241.871
1	Stray Markers	461885	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	71.181	-23.152	-1242.086
1	Stray Markers	461888	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	71.164	-23.066	-1242.011
1	Stray Markers	461891	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	71.147	-22.985	-1241.910
1	Stray Markers	461894	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	71.193	-23.095	-1242.480
1	Stray Markers	461897	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	71.164	-22.969	-1241.921
1	Stray Markers	461900	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	71.143	-23.101	-1241.728
1	Stray Markers	461903	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	71.188	-23.241	-1242.265
1	Stray Markers	461906	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	71.154	-23.137	-1241.858
1	Stray Markers	461909	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	71.180	-23.180	-1242.126
1	Stray Markers	461912	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	71.296	-23.587	-1243.287
1	Stray Markers	461915	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	71.297	-23.839	-1242.858
1	Stray Markers	461918	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	71.358	-24.541	-1242.897
1	Stray Markers	461921	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	71.354	-24.610	-1242.751
1	Stray Markers	461924	1	OK	1.0000000	0.0000000	0.0000000	0.0000000	0.000	0.000	0.000	0.0000000	1	OK	71.356	-24.696	-1242.656
