Tools	Port 2: NDI 8700340  s/n:34802401	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	Stray Markers	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
2	Port 2: NDI 8700340  s/n:34802401	453926	1	OK	0.6848949	0.1546256	-0.6836869	0.1989527	40.949	-36.963	-1289.135	0.0841746	0	Stray Markers	453926	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453929	1	OK	0.6850555	0.1558884	-0.6831643	0.1992093	39.997	-37.053	-1290.247	0.0856741	0	Stray Markers	453929	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453932	1	OK	0.6853075	0.1561168	-0.6827859	0.1994608	39.145	-37.145	-1291.119	0.0852141	0	Stray Markers	453932	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453935	1	OK	0.6865820	0.1565666	-0.6813526	0.1996267	38.060	-37.237	-1292.277	0.0863514	0	Stray Markers	453935	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453938	1	OK	0.6876876	0.1573882	-0.6801061	0.1994251	37.043	-37.336	-1293.426	0.0805564	0	Stray Markers	453938	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453941	1	OK	0.6884539	0.1583479	-0.6787646	0.2005886	36.063	-37.496	-1294.543	0.0873384	0	Stray Markers	453941	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453944	1	OK	0.6882687	0.1597089	-0.6786833	0.2004203	35.580	-37.545	-1295.160	0.0927712	0	Stray Markers	453944	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453947	1	OK	0.6884340	0.1600803	-0.6782898	0.2008879	34.935	-37.641	-1295.854	0.0816408	0	Stray Markers	453947	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453950	1	OK	0.6894654	0.1599508	-0.6771773	0.2012063	34.154	-37.697	-1296.692	0.0868874	0	Stray Markers	453950	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453953	1	OK	0.6898446	0.1603210	-0.6770291	0.2001081	33.613	-37.708	-1297.228	0.0852328	0	Stray Markers	453953	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453956	1	OK	0.6904016	0.1594461	-0.6764303	0.2009095	32.962	-37.772	-1297.956	0.0814856	0	Stray Markers	453956	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453959	1	OK	0.6909163	0.1590652	-0.6759341	0.2011119	32.368	-37.837	-1298.593	0.0812071	0	Stray Markers	453959	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453962	1	OK	0.6912844	0.1585254	-0.6755669	0.2015067	31.795	-37.932	-1299.250	0.0787277	0	Stray Markers	453962	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453965	1	OK	0.6920857	0.1584015	-0.6745454	0.2022740	31.057	-38.017	-1300.082	0.0835292	0	Stray Markers	453965	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453968	1	OK	0.6923503	0.1586850	-0.6744724	0.2013883	30.580	-38.019	-1300.616	0.0855814	0	Stray Markers	453968	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453971	1	OK	0.6927637	0.1591653	-0.6738317	0.2017316	29.780	-38.121	-1301.452	0.0809823	0	Stray Markers	453971	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453974	1	OK	0.6923777	0.1591927	-0.6739279	0.2027117	28.961	-38.217	-1302.378	0.0813438	0	Stray Markers	453974	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453977	1	OK	0.6931896	0.1624590	-0.6724052	0.2024019	27.717	-38.355	-1303.687	0.0822811	0	Stray Markers	453977	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453980	1	OK	0.6930664	0.1628103	-0.6725061	0.2022062	26.996	-38.456	-1304.544	0.0807903	0	Stray Markers	453980	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453983	1	OK	0.6936783	0.1634321	-0.6716732	0.2023743	26.128	-38.531	-1305.495	0.0854112	0	Stray Markers	453983	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453986	1	OK	0.6938142	0.1629621	-0.6715633	0.2026521	25.619	-38.616	-1306.096	0.0904706	0	Stray Markers	453986	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453989	1	OK	0.6938885	0.1625478	-0.6717373	0.2021534	25.352	-38.589	-1306.423	0.0867822	0	Stray Markers	453989	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453992	1	OK	0.6936379	0.1612558	-0.6720910	0.2028711	25.069	-38.627	-1306.622	0.0752546	0	Stray Markers	453992	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453995	1	OK	0.6938111	0.1610014	-0.6721759	0.2021983	24.811	-38.624	-1306.950	0.0762467	0	Stray Markers	453995	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	453998	1	OK	0.6944093	0.1603978	-0.6715661	0.2026506	24.289	-38.697	-1307.551	0.0743730	0	Stray Markers	453998	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454001	1	OK	0.6952067	0.1605749	-0.6707408	0.2025093	23.689	-38.776	-1308.169	0.0871365	0	Stray Markers	454001	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454004	1	OK	0.6956161	0.1611434	-0.6703293	0.2020140	23.263	-38.808	-1308.689	0.0826290	0	Stray Markers	454004	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454007	1	OK	0.6959443	0.1616016	-0.6696941	0.2026236	22.758	-38.878	-1309.211	0.0839167	0	Stray Markers	454007	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454010	1	OK	0.6956390	0.1621266	-0.6700662	0.2020211	22.537	-38.847	-1309.383	0.0849581	0	Stray Markers	454010	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454013	1	OK	0.6960511	0.1624964	-0.6693435	0.2026992	22.046	-38.964	-1309.976	0.0836732	0	Stray Markers	454013	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454016	1	OK	0.6958867	0.1636727	-0.6694332	0.2020202	21.880	-38.961	-1310.203	0.0875790	0	Stray Markers	454016	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454019	1	OK	0.6957103	0.1631916	-0.6693919	0.2031508	21.566	-39.041	-1310.531	0.0808897	0	Stray Markers	454019	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454022	1	OK	0.6958548	0.1631929	-0.6693509	0.2027895	21.272	-39.024	-1310.818	0.0754111	0	Stray Markers	454022	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454025	1	OK	0.6964897	0.1643298	-0.6683928	0.2028519	20.709	-39.116	-1311.457	0.0779774	0	Stray Markers	454025	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454028	1	OK	0.6961315	0.1636626	-0.6689204	0.2028816	20.514	-39.110	-1311.666	0.0759431	0	Stray Markers	454028	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454031	1	OK	0.6972766	0.1639082	-0.6676631	0.2028928	20.061	-39.168	-1312.262	0.0743022	0	Stray Markers	454031	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454034	1	OK	0.6974002	0.1629472	-0.6677503	0.2029548	20.026	-39.156	-1312.239	0.0760111	0	Stray Markers	454034	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454037	1	OK	0.6976526	0.1626344	-0.6676142	0.2027862	20.010	-39.172	-1312.220	0.0781287	0	Stray Markers	454037	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454040	1	OK	0.6976736	0.1618371	-0.6677674	0.2028473	19.909	-39.189	-1312.324	0.0766435	0	Stray Markers	454040	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454043	1	OK	0.6978555	0.1621067	-0.6674519	0.2030444	19.633	-39.218	-1312.679	0.0798614	0	Stray Markers	454043	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454046	1	OK	0.6979812	0.1622767	-0.6671858	0.2033511	19.260	-39.279	-1313.076	0.0810305	0	Stray Markers	454046	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454049	1	OK	0.6984866	0.1633309	-0.6664254	0.2032650	18.801	-39.327	-1313.615	0.0806019	0	Stray Markers	454049	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454052	1	OK	0.6983748	0.1639457	-0.6663378	0.2034415	18.575	-39.347	-1313.783	0.0802576	0	Stray Markers	454052	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454055	1	OK	0.6980801	0.1643020	-0.6666354	0.2031902	18.534	-39.359	-1313.817	0.0860081	0	Stray Markers	454055	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454058	1	OK	0.6979543	0.1645923	-0.6665783	0.2035745	18.380	-39.378	-1313.929	0.0810869	0	Stray Markers	454058	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454061	1	OK	0.6981819	0.1656208	-0.6663321	0.2027642	18.346	-39.393	-1314.057	0.0791552	0	Stray Markers	454061	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454064	1	OK	0.6980525	0.1652990	-0.6665765	0.2026688	18.329	-39.392	-1314.071	0.0824207	0	Stray Markers	454064	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454067	1	OK	0.6984829	0.1647814	-0.6662497	0.2026822	18.283	-39.388	-1314.170	0.0832930	0	Stray Markers	454067	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454070	1	OK	0.6985202	0.1645616	-0.6662828	0.2026231	18.157	-39.439	-1314.320	0.0824810	0	Stray Markers	454070	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454073	1	OK	0.6987382	0.1653705	-0.6659690	0.2022443	17.895	-39.451	-1314.580	0.0839812	0	Stray Markers	454073	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454076	1	OK	0.6993986	0.1659645	-0.6651148	0.2022863	17.474	-39.471	-1315.075	0.0814779	0	Stray Markers	454076	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454079	1	OK	0.6995168	0.1657121	-0.6648679	0.2028952	17.156	-39.525	-1315.372	0.0804862	0	Stray Markers	454079	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454082	1	OK	0.6998290	0.1663998	-0.6643038	0.2031034	16.787	-39.570	-1315.749	0.0823150	0	Stray Markers	454082	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454085	1	OK	0.6993281	0.1664140	-0.6647881	0.2032325	16.735	-39.583	-1315.810	0.0813733	0	Stray Markers	454085	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454088	1	OK	0.6993935	0.1667943	-0.6646274	0.2032213	16.718	-39.580	-1315.869	0.0802135	0	Stray Markers	454088	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454091	1	OK	0.6996199	0.1664695	-0.6645881	0.2028361	16.709	-39.564	-1315.932	0.0803107	0	Stray Markers	454091	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454094	1	OK	0.6995595	0.1666929	-0.6646086	0.2027939	16.698	-39.553	-1315.953	0.0765269	0	Stray Markers	454094	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454097	1	OK	0.6991650	0.1659359	-0.6651947	0.2028535	16.698	-39.548	-1315.858	0.0800721	0	Stray Markers	454097	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454100	1	OK	0.6993159	0.1657564	-0.6650018	0.2031123	16.568	-39.568	-1316.014	0.0762402	0	Stray Markers	454100	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454103	1	OK	0.6997039	0.1661954	-0.6646523	0.2025608	16.328	-39.581	-1316.381	0.0784692	0	Stray Markers	454103	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454106	1	OK	0.7000144	0.1665448	-0.6639438	0.2035221	15.845	-39.664	-1316.841	0.0761003	0	Stray Markers	454106	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454109	1	OK	0.7001393	0.1669154	-0.6638704	0.2030277	15.710	-39.686	-1317.013	0.0691764	0	Stray Markers	454109	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454112	1	OK	0.7003217	0.1668281	-0.6637021	0.2030206	15.673	-39.662	-1317.067	0.0712163	0	Stray Markers	454112	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454115	1	OK	0.7004281	0.1667606	-0.6637243	0.2026363	15.565	-39.674	-1317.125	0.0700661	0	Stray Markers	454115	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454118	1	OK	0.7005291	0.1668198	-0.6633985	0.2033040	15.297	-39.728	-1317.465	0.0672823	0	Stray Markers	454118	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454121	1	OK	0.7005370	0.1669185	-0.6634678	0.2029694	15.209	-39.730	-1317.506	0.0697715	0	Stray Markers	454121	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454124	1	OK	0.7006846	0.1664931	-0.6632084	0.2036561	15.161	-39.751	-1317.576	0.0762653	0	Stray Markers	454124	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454127	1	OK	0.7006423	0.1670435	-0.6632865	0.2030958	15.142	-39.741	-1317.575	0.0756044	0	Stray Markers	454127	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454130	1	OK	0.7004325	0.1669211	-0.6634284	0.2034562	15.116	-39.746	-1317.608	0.0748788	0	Stray Markers	454130	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454133	1	OK	0.7002611	0.1665385	-0.6637591	0.2032810	15.095	-39.754	-1317.615	0.0754124	0	Stray Markers	454133	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454136	1	OK	0.7009909	0.1671370	-0.6628371	0.2032827	14.897	-39.778	-1317.903	0.0806383	0	Stray Markers	454136	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454139	1	OK	0.7006961	0.1669621	-0.6630682	0.2036888	14.855	-39.778	-1317.950	0.0784858	0	Stray Markers	454139	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454142	1	OK	0.7009172	0.1667843	-0.6626562	0.2044133	14.816	-39.811	-1318.039	0.0755800	0	Stray Markers	454142	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454145	1	OK	0.7010083	0.1659632	-0.6626071	0.2049277	14.840	-39.801	-1317.970	0.0705569	0	Stray Markers	454145	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454148	1	OK	0.7007252	0.1653986	-0.6629332	0.2052975	14.849	-39.831	-1317.999	0.0768816	0	Stray Markers	454148	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454151	1	OK	0.7006607	0.1657894	-0.6629969	0.2049964	14.844	-39.799	-1317.951	0.0762372	0	Stray Markers	454151	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454154	1	OK	0.7007477	0.1656419	-0.6630614	0.2046096	14.837	-39.795	-1317.959	0.0754961	0	Stray Markers	454154	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454157	1	OK	0.7001835	0.1658367	-0.6635797	0.2047031	14.841	-39.800	-1317.964	0.0773449	0	Stray Markers	454157	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454160	1	OK	0.7001768	0.1664129	-0.6634880	0.2045551	14.709	-39.809	-1318.079	0.0846555	0	Stray Markers	454160	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454163	1	OK	0.7003546	0.1663280	-0.6634405	0.2041694	14.692	-39.812	-1318.116	0.0775939	0	Stray Markers	454163	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454166	1	OK	0.7007748	0.1661739	-0.6628919	0.2046346	14.593	-39.850	-1318.229	0.0805624	0	Stray Markers	454166	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454169	1	OK	0.7009976	0.1661075	-0.6627497	0.2043855	14.592	-39.835	-1318.183	0.0793745	0	Stray Markers	454169	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454172	1	OK	0.7015735	0.1652910	-0.6622731	0.2046162	14.569	-39.845	-1318.266	0.0770336	0	Stray Markers	454172	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454175	1	OK	0.7016541	0.1645642	-0.6622587	0.2049723	14.565	-39.844	-1318.244	0.0801239	0	Stray Markers	454175	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454178	1	OK	0.7015722	0.1645031	-0.6623059	0.2051490	14.569	-39.876	-1318.233	0.0807132	0	Stray Markers	454178	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454181	1	OK	0.7015313	0.1638457	-0.6623239	0.2057560	14.563	-39.875	-1318.308	0.0804045	0	Stray Markers	454181	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 2: NDI 8700340  s/n:34802401	454184	1	OK	0.7018760	0.1640348	-0.6619997	0.2054730	14.556	-39.858	-1318.262	0.0777708	0	Stray Markers	454184	1	OK	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
